year,origin,HS2,rank_export_between_country,rank_export_within_country,details_description,rank_pci,quartile_pci
2016,guy,79,110.0,59.0,Zinc and articles .,38.0,3_Average world cpi
2016,guy,92,126.0,60.0,Musical instruments; parts and accessories of such articles.,18.0,2_Top world cpi
2016,guy,83,172.0,61.0,Miscellaneous articles of base metal.,23.0,2_Top world cpi
2016,guy,52,146.0,62.0,Cotton.,81.0,6_Low world cpi
2016,guy,65,148.0,63.0,Headgear and parts .,86.0,6_Low world cpi
2016,guy,46,128.0,64.0,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork.",96.0,6_Low world cpi
2016,guy,18,156.0,65.0,Cocoa and cocoa preparations.,84.0,6_Low world cpi
2016,guy,93,115.0,66.0,Arms and ammunition; parts and accessories .,19.0,2_Top world cpi
2016,guy,55,146.0,67.0,Man-made staple fibres.,53.0,4_Common World cpi
2016,guy,54,149.0,68.0,Man-made filaments.,45.0,3_Average world cpi
2016,guy,96,186.0,69.0,Miscellaneous manufactured articles.,39.0,3_Average world cpi
2016,guy,97,184.0,70.0,"Works of art, collectors' pieces and antiques.",55.0,4_Common World cpi
2016,guy,59,153.0,71.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use.",11.0,1_Highest world cpi
2016,hkg,71,2.0,1.0,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles ; imitation jewellery; coin.",48.0,3_Average world cpi
2016,hkg,85,18.0,2.0,"Electrical machinery and equipment and parts ; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",13.0,1_Highest world cpi
2016,hkg,84,30.0,3.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts .",5.0,1_Highest world cpi
2016,hkg,90,33.0,4.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories .",2.0,1_Highest world cpi
2016,hkg,39,29.0,5.0,Plastics and articles .,9.0,1_Highest world cpi
2016,hkg,20,20.0,6.0,"Preparations of vegetables, fruit, nuts or other parts of plants.",67.0,5_Bottom world cpi
2016,hkg,91,4.0,7.0,Clocks and watches and parts .,8.0,1_Highest world cpi
2016,hkg,80,17.0,8.0,Tin and articles .,40.0,3_Average world cpi
2016,hkg,70,16.0,9.0,Glass and glassware.,20.0,2_Top world cpi
2016,hkg,30,45.0,10.0,Pharmaceutical products.,15.0,1_Highest world cpi
2016,hkg,60,9.0,11.0,Knitted or crocheted fabrics.,52.0,4_Common World cpi
2016,hkg,74,28.0,12.0,Copper and articles .,30.0,2_Top world cpi
2016,hkg,62,26.0,13.0,"Articles of apparel and clothing accessories, not knitted or crocheted.",90.0,6_Low world cpi
2016,hkg,87,43.0,14.0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories .",17.0,2_Top world cpi
2016,hkg,61,30.0,15.0,"Articles of apparel and clothing accessories, knitted or crocheted.",93.0,6_Low world cpi
2016,hkg,95,17.0,16.0,"Toys, games and sports requisites; parts and accessories .",37.0,3_Average world cpi
2016,hkg,72,43.0,17.0,Iron and steel.,21.0,2_Top world cpi
2016,hkg,52,11.0,18.0,Cotton.,81.0,6_Low world cpi
2016,hkg,40,43.0,19.0,Rubber and articles .,29.0,2_Top world cpi
2016,hkg,49,12.0,20.0,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans.",27.0,2_Top world cpi
2016,hkg,76,42.0,21.0,Aluminium and articles .,33.0,3_Average world cpi
2016,hkg,48,37.0,22.0,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",26.0,2_Top world cpi
2016,hkg,64,23.0,23.0,"Footwear, gaiters and the like; parts of such articles.",80.0,5_Bottom world cpi
2016,hkg,58,2.0,24.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery.,61.0,4_Common World cpi
2016,hkg,22,29.0,25.0,"Beverages, spirits and vinegar.",60.0,4_Common World cpi
2016,hkg,96,8.0,26.0,Miscellaneous manufactured articles.,39.0,3_Average world cpi
2016,hkg,42,14.0,27.0,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",78.0,5_Bottom world cpi
2016,hkg,81,20.0,28.0,Other base metals; cermets; articles .,10.0,1_Highest world cpi
2016,hkg,28,38.0,29.0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes.",31.0,2_Top world cpi
2016,hkg,94,37.0,30.0,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",36.0,3_Average world cpi
2016,hkg,24,26.0,31.0,Tobacco and manufactured tobacco substitutes.,85.0,6_Low world cpi
2016,hkg,83,23.0,32.0,Miscellaneous articles of base metal.,23.0,2_Top world cpi
2016,hkg,41,17.0,33.0,Raw hides and skins (other than furskins) and leather.,87.0,6_Low world cpi
2016,hkg,73,47.0,34.0,Articles of iron or steel.,25.0,2_Top world cpi
2016,hkg,97,12.0,35.0,"Works of art, collectors' pieces and antiques.",55.0,4_Common World cpi
2016,hkg,33,36.0,36.0,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations.",43.0,3_Average world cpi
2016,hkg,55,19.0,37.0,Man-made staple fibres.,53.0,4_Common World cpi
2016,hkg,27,94.0,38.0,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes.",62.0,4_Common World cpi
2016,hkg,38,47.0,39.0,Miscellaneous chemical products.,14.0,1_Highest world cpi
2016,hkg,88,40.0,40.0,"Aircraft, spacecraft, and parts .",16.0,1_Highest world cpi
2016,hkg,29,51.0,41.0,Organic chemicals.,3.0,1_Highest world cpi
2016,hkg,21,40.0,42.0,Miscellaneous edible preparations.,49.0,4_Common World cpi
2016,hkg,54,22.0,43.0,Man-made filaments.,45.0,3_Average world cpi
2016,hkg,19,41.0,44.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products.",63.0,4_Common World cpi
2016,hkg,32,39.0,45.0,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks.",28.0,2_Top world cpi
2016,hkg,82,31.0,46.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts  of base metal.",7.0,1_Highest world cpi
2016,hkg,89,49.0,47.0,"Ships, boats and floating structures.",41.0,3_Average world cpi
2016,hkg,59,24.0,48.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use.",11.0,1_Highest world cpi
2016,hkg,44,59.0,49.0,Wood and articles of wood; wood charcoal.,65.0,5_Bottom world cpi
2016,hkg,56,31.0,50.0,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles .",42.0,3_Average world cpi
2016,hkg,47,31.0,51.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard.,22.0,2_Top world cpi
2016,hkg,12,47.0,52.0,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder.",76.0,5_Bottom world cpi
2016,hkg,63,39.0,53.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,83.0,6_Low world cpi
2016,hkg,51,27.0,54.0,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric.",58.0,4_Common World cpi
2016,hkg,67,4.0,55.0,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair.,92.0,6_Low world cpi
2016,hkg,34,52.0,56.0,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster.",24.0,2_Top world cpi
2016,hkg,16,61.0,57.0,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates.",54.0,4_Common World cpi
2016,hkg,43,17.0,58.0,Furskins and artificial fur; manufactures .,47.0,3_Average world cpi
2016,hkg,69,43.0,59.0,Ceramic products.,34.0,3_Average world cpi
2016,hkg,92,16.0,60.0,Musical instruments; parts and accessories of such articles.,18.0,2_Top world cpi
2016,hkg,68,55.0,61.0,"Articles of stone, plaster, cement, asbestos, mica or similar materials.",32.0,2_Top world cpi
2016,hkg,86,39.0,62.0,"Railway or tramway locomotives, rolling-stock and parts ; railway or tramway track fixtures and fittings and parts ; mechanical (including electro-mechanical) traffic signalling equipment of all kinds.",4.0,1_Highest world cpi
2016,hkg,37,16.0,63.0,Photographic or cinematographic goods.,1.0,1_Highest world cpi
2016,hkg,35,40.0,64.0,Albuminoidal substances; modified starches; glues; enzymes.,12.0,1_Highest world cpi
2016,hkg,65,20.0,65.0,Headgear and parts .,86.0,6_Low world cpi
2016,hkg,25,72.0,66.0,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",69.0,5_Bottom world cpi
2016,hkg,18,56.0,67.0,Cocoa and cocoa preparations.,84.0,6_Low world cpi
2016,hkg,50,32.0,68.0,Silk.,50.0,4_Common World cpi
2016,hkg,23,71.0,69.0,Residues and waste from the food industries; prepared animal fodder.,77.0,5_Bottom world cpi
2016,hkg,10,74.0,70.0,Cereals.,68.0,5_Bottom world cpi
2016,hkg,79,37.0,71.0,Zinc and articles .,38.0,3_Average world cpi
2016,hkg,17,86.0,72.0,Sugars and sugar confectionery.,57.0,4_Common World cpi
2016,hkg,57,36.0,73.0,Carpets and other textile floor coverings.,71.0,5_Bottom world cpi
2016,hkg,15,85.0,74.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes.,70.0,5_Bottom world cpi
2016,hkg,11,61.0,75.0,Products of the milling industry; malt; starches; inulin; wheat gluten.,56.0,4_Common World cpi
2016,hkg,26,72.0,76.0,"Ores, slag and ash.",88.0,6_Low world cpi
2016,hkg,66,11.0,77.0,"Umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts .",51.0,4_Common World cpi
2016,hkg,53,25.0,78.0,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn.,82.0,6_Low world cpi
2016,hkg,93,40.0,79.0,Arms and ammunition; parts and accessories .,19.0,2_Top world cpi
2016,hkg,75,38.0,80.0,Nickel and articles .,6.0,1_Highest world cpi
2016,hkg,13,41.0,81.0,"Lac; gums, resins and other vegetable saps and extracts.",79.0,5_Bottom world cpi
2016,hkg,31,89.0,82.0,Fertilisers.,64.0,4_Common World cpi
2016,hkg,36,40.0,83.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations.,44.0,3_Average world cpi
2016,hkg,46,29.0,84.0,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork.",96.0,6_Low world cpi
2016,hkg,14,34.0,85.0,Vegetable plaiting materials; vegetable products not elsewhere specified or included.,95.0,6_Low world cpi
2016,hkg,78,74.0,86.0,Lead and articles .,73.0,5_Bottom world cpi
2016,hkg,45,22.0,87.0,Cork and articles of cork.,59.0,4_Common World cpi
2016,hnd,61,16.0,1.0,"Articles of apparel and clothing accessories, knitted or crocheted.",93.0,6_Low world cpi
2016,hnd,90,47.0,2.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories .",2.0,1_Highest world cpi
2016,hnd,85,59.0,3.0,"Electrical machinery and equipment and parts ; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",13.0,1_Highest world cpi
2016,hnd,62,35.0,4.0,"Articles of apparel and clothing accessories, not knitted or crocheted.",90.0,6_Low world cpi
2016,hnd,80,37.0,5.0,Tin and articles .,40.0,3_Average world cpi
2016,hnd,15,33.0,6.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes.,70.0,5_Bottom world cpi
2016,hnd,30,72.0,7.0,Pharmaceutical products.,15.0,1_Highest world cpi
2016,hnd,48,58.0,8.0,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",26.0,2_Top world cpi
2016,hnd,24,49.0,9.0,Tobacco and manufactured tobacco substitutes.,85.0,6_Low world cpi
2016,hnd,71,106.0,10.0,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles ; imitation jewellery; coin.",48.0,3_Average world cpi
2016,hnd,34,48.0,11.0,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster.",24.0,2_Top world cpi
2016,hnd,39,80.0,12.0,Plastics and articles .,9.0,1_Highest world cpi
2016,hnd,70,71.0,13.0,Glass and glassware.,20.0,2_Top world cpi
2016,hnd,20,71.0,14.0,"Preparations of vegetables, fruit, nuts or other parts of plants.",67.0,5_Bottom world cpi
2016,hnd,87,73.0,15.0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories .",17.0,2_Top world cpi
2016,hnd,17,67.0,16.0,Sugars and sugar confectionery.,57.0,4_Common World cpi
2016,hnd,60,45.0,17.0,Knitted or crocheted fabrics.,52.0,4_Common World cpi
2016,hnd,44,72.0,18.0,Wood and articles of wood; wood charcoal.,65.0,5_Bottom world cpi
2016,hnd,72,76.0,19.0,Iron and steel.,21.0,2_Top world cpi
2016,hnd,19,61.0,20.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products.",63.0,4_Common World cpi
2016,hnd,27,117.0,21.0,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes.",62.0,4_Common World cpi
2016,hnd,52,43.0,22.0,Cotton.,81.0,6_Low world cpi
2016,hnd,23,65.0,23.0,Residues and waste from the food industries; prepared animal fodder.,77.0,5_Bottom world cpi
2016,hnd,63,63.0,24.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,83.0,6_Low world cpi
2016,hnd,73,76.0,25.0,Articles of iron or steel.,25.0,2_Top world cpi
2016,hnd,84,101.0,26.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts .",5.0,1_Highest world cpi
2016,hnd,16,67.0,27.0,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates.",54.0,4_Common World cpi
2016,hnd,38,70.0,28.0,Miscellaneous chemical products.,14.0,1_Highest world cpi
2016,hnd,94,80.0,29.0,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",36.0,3_Average world cpi
2016,hnd,55,51.0,30.0,Man-made staple fibres.,53.0,4_Common World cpi
2016,hnd,40,87.0,31.0,Rubber and articles .,29.0,2_Top world cpi
2016,hnd,58,35.0,32.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery.,61.0,4_Common World cpi
2016,hnd,26,76.0,33.0,"Ores, slag and ash.",88.0,6_Low world cpi
2016,hnd,11,69.0,34.0,Products of the milling industry; malt; starches; inulin; wheat gluten.,56.0,4_Common World cpi
2016,hnd,76,90.0,35.0,Aluminium and articles .,33.0,3_Average world cpi
2016,hnd,68,69.0,36.0,"Articles of stone, plaster, cement, asbestos, mica or similar materials.",32.0,2_Top world cpi
2016,hnd,54,58.0,37.0,Man-made filaments.,45.0,3_Average world cpi
2016,hnd,25,98.0,38.0,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",69.0,5_Bottom world cpi
2016,hnd,12,86.0,39.0,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder.",76.0,5_Bottom world cpi
2016,hnd,21,84.0,40.0,Miscellaneous edible preparations.,49.0,4_Common World cpi
2016,hnd,96,56.0,41.0,Miscellaneous manufactured articles.,39.0,3_Average world cpi
2016,hnd,22,108.0,42.0,"Beverages, spirits and vinegar.",60.0,4_Common World cpi
2016,hnd,32,72.0,43.0,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks.",28.0,2_Top world cpi
2016,hnd,29,83.0,44.0,Organic chemicals.,3.0,1_Highest world cpi
2016,hnd,31,86.0,45.0,Fertilisers.,64.0,4_Common World cpi
2016,hnd,74,98.0,46.0,Copper and articles .,30.0,2_Top world cpi
2016,hnd,95,72.0,47.0,"Toys, games and sports requisites; parts and accessories .",37.0,3_Average world cpi
2016,hnd,47,60.0,48.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard.,22.0,2_Top world cpi
2016,hnd,49,74.0,49.0,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans.",27.0,2_Top world cpi
2016,hnd,10,88.0,50.0,Cereals.,68.0,5_Bottom world cpi
2016,hnd,83,73.0,51.0,Miscellaneous articles of base metal.,23.0,2_Top world cpi
2016,hnd,33,95.0,52.0,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations.",43.0,3_Average world cpi
2016,hnd,28,95.0,53.0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes.",31.0,2_Top world cpi
2016,hnd,64,95.0,54.0,"Footwear, gaiters and the like; parts of such articles.",80.0,5_Bottom world cpi
2016,hnd,56,75.0,55.0,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles .",42.0,3_Average world cpi
2016,hnd,81,97.0,56.0,Other base metals; cermets; articles .,10.0,1_Highest world cpi
2016,hnd,82,85.0,57.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts  of base metal.",7.0,1_Highest world cpi
2016,hnd,36,64.0,58.0,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations.,44.0,3_Average world cpi
2016,hnd,78,86.0,59.0,Lead and articles .,73.0,5_Bottom world cpi
2016,hnd,69,92.0,60.0,Ceramic products.,34.0,3_Average world cpi
2016,hnd,18,104.0,61.0,Cocoa and cocoa preparations.,84.0,6_Low world cpi
2016,hnd,13,85.0,62.0,"Lac; gums, resins and other vegetable saps and extracts.",79.0,5_Bottom world cpi
2016,hnd,41,104.0,63.0,Raw hides and skins (other than furskins) and leather.,87.0,6_Low world cpi
2016,hnd,51,79.0,64.0,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric.",58.0,4_Common World cpi
2016,hnd,65,79.0,65.0,Headgear and parts .,86.0,6_Low world cpi
2016,hnd,59,79.0,66.0,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use.",11.0,1_Highest world cpi
2016,hnd,86,96.0,67.0,"Railway or tramway locomotives, rolling-stock and parts ; railway or tramway track fixtures and fittings and parts ; mechanical (including electro-mechanical) traffic signalling equipment of all kinds.",4.0,1_Highest world cpi
2016,hnd,42,110.0,68.0,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",78.0,5_Bottom world cpi
2016,hnd,35,85.0,69.0,Albuminoidal substances; modified starches; glues; enzymes.,12.0,1_Highest world cpi
2016,hnd,92,66.0,70.0,Musical instruments; parts and accessories of such articles.,18.0,2_Top world cpi
2016,hnd,91,120.0,71.0,Clocks and watches and parts .,8.0,1_Highest world cpi
2016,hnd,89,141.0,72.0,"Ships, boats and floating structures.",41.0,3_Average world cpi
2016,hnd,79,94.0,73.0,Zinc and articles .,38.0,3_Average world cpi
2016,hnd,97,151.0,74.0,"Works of art, collectors' pieces and antiques.",55.0,4_Common World cpi
2016,hnd,37,88.0,75.0,Photographic or cinematographic goods.,1.0,1_Highest world cpi
2016,hnd,88,166.0,76.0,"Aircraft, spacecraft, and parts .",16.0,1_Highest world cpi
2016,hnd,93,93.0,77.0,Arms and ammunition; parts and accessories .,19.0,2_Top world cpi
2016,hnd,46,97.0,78.0,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork.",96.0,6_Low world cpi
2016,hnd,14,113.0,79.0,Vegetable plaiting materials; vegetable products not elsewhere specified or included.,95.0,6_Low world cpi
2016,hnd,50,127.0,80.0,Silk.,50.0,4_Common World cpi
2016,hnd,53,107.0,81.0,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn.,82.0,6_Low world cpi
2016,hnd,57,152.0,82.0,Carpets and other textile floor coverings.,71.0,5_Bottom world cpi
2016,hrv,84,49.0,1.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts .",5.0,1_Highest world cpi
2016,hrv,27,72.0,2.0,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes.",62.0,4_Common World cpi
2016,hrv,30,47.0,3.0,Pharmaceutical products.,15.0,1_Highest world cpi
2016,hrv,85,55.0,4.0,"Electrical machinery and equipment and parts ; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles.",13.0,1_Highest world cpi
2016,hrv,44,34.0,5.0,Wood and articles of wood; wood charcoal.,65.0,5_Bottom world cpi
2016,hrv,87,54.0,6.0,"Vehicles other than railway or tramway rolling-stock, and parts and accessories .",17.0,2_Top world cpi
2016,hrv,94,41.0,7.0,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like; prefabricated buildings.",36.0,3_Average world cpi
2016,hrv,61,44.0,8.0,"Articles of apparel and clothing accessories, knitted or crocheted.",93.0,6_Low world cpi
2016,hrv,89,31.0,9.0,"Ships, boats and floating structures.",41.0,3_Average world cpi
2016,hrv,73,49.0,10.0,Articles of iron or steel.,25.0,2_Top world cpi
2016,hrv,39,63.0,11.0,Plastics and articles .,9.0,1_Highest world cpi
2016,hrv,76,55.0,12.0,Aluminium and articles .,33.0,3_Average world cpi
2016,hrv,93,14.0,13.0,Arms and ammunition; parts and accessories .,19.0,2_Top world cpi
2016,hrv,64,41.0,14.0,"Footwear, gaiters and the like; parts of such articles.",80.0,5_Bottom world cpi
2016,hrv,48,54.0,15.0,"Paper and paperboard; articles of paper pulp, of paper or of paperboard.",26.0,2_Top world cpi
2016,hrv,10,43.0,16.0,Cereals.,68.0,5_Bottom world cpi
2016,hrv,62,61.0,17.0,"Articles of apparel and clothing accessories, not knitted or crocheted.",90.0,6_Low world cpi
2016,hrv,31,40.0,18.0,Fertilisers.,64.0,4_Common World cpi
2016,hrv,21,44.0,19.0,Miscellaneous edible preparations.,49.0,4_Common World cpi
2016,hrv,90,71.0,20.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories .",2.0,1_Highest world cpi
2016,hrv,70,58.0,21.0,Glass and glassware.,20.0,2_Top world cpi
2016,hrv,25,52.0,22.0,"Salt; sulphur; earths and stone; plastering materials, lime and cement.",69.0,5_Bottom world cpi
2016,hrv,22,56.0,23.0,"Beverages, spirits and vinegar.",60.0,4_Common World cpi
2016,hrv,17,47.0,24.0,Sugars and sugar confectionery.,57.0,4_Common World cpi
2016,hrv,19,52.0,25.0,"Preparations of cereals, flour, starch or milk; pastrycooks' products.",63.0,4_Common World cpi
2016,hrv,68,42.0,26.0,"Articles of stone, plaster, cement, asbestos, mica or similar materials.",32.0,2_Top world cpi
2016,hrv,72,68.0,27.0,Iron and steel.,21.0,2_Top world cpi
2016,hrv,40,71.0,28.0,Rubber and articles .,29.0,2_Top world cpi
2016,hrv,20,64.0,29.0,"Preparations of vegetables, fruit, nuts or other parts of plants.",67.0,5_Bottom world cpi
2016,hrv,42,39.0,30.0,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut).",78.0,5_Bottom world cpi
2016,hrv,12,49.0,31.0,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder.",76.0,5_Bottom world cpi
2016,hrv,29,61.0,32.0,Organic chemicals.,3.0,1_Highest world cpi
2016,hrv,33,52.0,33.0,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations.",43.0,3_Average world cpi
2016,hrv,71,111.0,34.0,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles ; imitation jewellery; coin.",48.0,3_Average world cpi
2016,hrv,16,52.0,35.0,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates.",54.0,4_Common World cpi
2016,hrv,18,46.0,36.0,Cocoa and cocoa preparations.,84.0,6_Low world cpi
2016,hrv,23,57.0,37.0,Residues and waste from the food industries; prepared animal fodder.,77.0,5_Bottom world cpi
2016,hrv,41,48.0,38.0,Raw hides and skins (other than furskins) and leather.,87.0,6_Low world cpi
2016,hrv,24,64.0,39.0,Tobacco and manufactured tobacco substitutes.,85.0,6_Low world cpi
2016,hrv,38,64.0,40.0,Miscellaneous chemical products.,14.0,1_Highest world cpi
2016,hrv,15,69.0,41.0,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes.,70.0,5_Bottom world cpi
2016,hrv,34,57.0,42.0,"Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster.",24.0,2_Top world cpi
2016,hrv,74,68.0,43.0,Copper and articles .,30.0,2_Top world cpi
2016,hrv,32,59.0,44.0,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks.",28.0,2_Top world cpi
2016,hrv,95,53.0,45.0,"Toys, games and sports requisites; parts and accessories .",37.0,3_Average world cpi
2016,hrv,49,51.0,46.0,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans.",27.0,2_Top world cpi
2016,hrv,69,53.0,47.0,Ceramic products.,34.0,3_Average world cpi
2016,hrv,54,50.0,48.0,Man-made filaments.,45.0,3_Average world cpi
2016,hrv,83,52.0,49.0,Miscellaneous articles of base metal.,23.0,2_Top world cpi
2016,hrv,86,42.0,50.0,"Railway or tramway locomotives, rolling-stock and parts ; railway or tramway track fixtures and fittings and parts ; mechanical (including electro-mechanical) traffic signalling equipment of all kinds.",4.0,1_Highest world cpi
2016,hrv,55,47.0,51.0,Man-made staple fibres.,53.0,4_Common World cpi
2016,hrv,80,92.0,52.0,Tin and articles .,40.0,3_Average world cpi
2016,hrv,47,47.0,53.0,Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard.,22.0,2_Top world cpi
2016,hrv,56,57.0,54.0,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles .",42.0,3_Average world cpi
2016,hrv,11,64.0,55.0,Products of the milling industry; malt; starches; inulin; wheat gluten.,56.0,4_Common World cpi
2016,hrv,82,56.0,56.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts  of base metal.",7.0,1_Highest world cpi
2016,hrv,96,50.0,57.0,Miscellaneous manufactured articles.,39.0,3_Average world cpi
2016,hrv,63,79.0,58.0,Other made up textile articles; sets; worn clothing and worn textile articles; rags.,83.0,6_Low world cpi
2016,hrv,28,80.0,59.0,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes.",31.0,2_Top world cpi
2016,hrv,88,68.0,60.0,"Aircraft, spacecraft, and parts .",16.0,1_Highest world cpi
2016,hrv,26,79.0,61.0,"Ores, slag and ash.",88.0,6_Low world cpi
2016,hrv,91,64.0,62.0,Clocks and watches and parts .,8.0,1_Highest world cpi
2016,hrv,60,73.0,63.0,Knitted or crocheted fabrics.,52.0,4_Common World cpi
2016,hrv,52,84.0,64.0,Cotton.,81.0,6_Low world cpi
2016,hrv,78,55.0,65.0,Lead and articles .,73.0,5_Bottom world cpi
2016,hrv,51,57.0,66.0,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric.",58.0,4_Common World cpi
2016,hrv,65,39.0,67.0,Headgear and parts .,86.0,6_Low world cpi
2016,hrv,81,80.0,68.0,Other base metals; cermets; articles .,10.0,1_Highest world cpi
2016,hrv,58,53.0,69.0,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery.,61.0,4_Common World cpi
