"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Least developed countries: UN classification","LDC","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","54045.8673968432","53782.0811253853","53630.7081361528","53530.2831848974","53433.9111446038","53280.2276943492","54663.2333658075","56060.145318196","57499.7618964867","59087.9356777369","60897.0311758478","62957.743138864","61276.6784895603","61031.2736331646","63067.2388858994","66885.7534002612","68886.3965865485","74492.7427557395","77868.8684159035","80473.0588308421","81312.789913471","81750.758360448","83583.5534336851","85974.4794375858","90528.1177005055","94392.3245571368","99325.4689552501","104785.82265814","111114.20182352","120863.014878901","123090.934718803","120791.44051163","118370.986478721","115052.690227239","117607.004750985","122379.586934747","132038.646960229","135553.422511041","137140.506790376","134700.380413806","","","","","","","","","",
"Sri Lanka","LKA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","66245.381078412","67176.6046559433","67272.9974088277","68274.5058349295","68363.0528417473","70095.0307844321","72835.8273692366","75253.9289362958","79220.5385762222","80483.654396964","79859.1913554114","77975.0878417592","81904.4746585078","83480.1689672208","86963.7070565594","88211.6944081843","91019.2447917899","94444.2524625008","98757.6895826274","102812.185335874","106981.901562728","109765.897685145","113409.238011413","117513.736751672","121647.123259914","125144.019744339","125504.730800341","126823.602928764","128006.907599015","134478.157858765","138980.622097395","143451.801257193","151742.551098314","158736.875260659","166102.137098778","171240.905252089","181180.157140108","188730.590476902","195809.475243669","206311.175641193","201714.663501727","208102.831662233","218674.770759582","228710.303136326","241093.914090142","257660.347462508","273219.602818444","287516.51369068","295774.775430601","317534.230286783","342245.354012748","371530.805643709","381161.158354304","396486.883435552","412469.391475908","426085.46912605","435236.745148263","",
"Lower middle income","LMC","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","2092.12029557478","2094.55761468758","2372.67727806346","2576.41681871335","2736.69609968591","2742.24998959029","2677.92136089606","2911.11486201354","2841.98262532729","2827.4350549486","2830.16460682961","2914.507703002","2849.45438705207","3526.82967184586","3828.33399981377","3233.9317980674","3502.70488084664","4157.10546847313","4789.78135829281","4799.80089809515","4548.85407426733","4466.00987552388","4551.07621484945","4532.56577615079","4678.05595933878","4702.41340614347","4831.90189370362","4785.48498984997","5113.9818281245","5321.91768345333","5545.42692388847","5820.78209788589","6103.94057604481","6194.65831049729","6444.21199901527","6546.30875914637","6812.47934193568","6974.33311191354","7000.96736520119","6961.19970302584","7160.66716801582","7347.84849567519","7337.39717832595","7608.8295874534","7675.05370996138","7876.66121064721","8142.52828719307","8464.46370975464","8955.2246757169","9060.8031462809","9510.45796586711","10050.4935416319","10522.0085389512","10577.1706137261","10762.8757098312","10913.8605431711","11111.7308167802","10714.1776224105","",
"Late-demographic dividend","LTE","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4018.66599505883","4257.87734551158","4645.13997645405","5028.29592393609","5006.63856981282","5235.1705197489","5622.87823792547","6051.41114012594","6743.69873855599","7266.56298720046","7956.59603169635","8683.41648039747","9761.41740739159","10121.5197088641","8718.36985237673","9049.11451395126","9815.15153816813","10328.3724031243","10798.4488565228","11277.0003209012","11615.2058067203","12039.5870137377","12679.658672125","",
"Luxembourg","LUX","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","20450.8387823351","21041.42766367","21067.6615361984","21566.9502055978","23004.2962141902","22576.9128303984","22662.8586658735","22637.3983124649","23524.4771988716","25744.0616967996","26771.8068466938","27224.999050876","28671.4428736295","30713.6430303895","31592.7593296719","29195.982448809","29788.1060956779","30203.2153709064","31377.6335816711","32038.4915779262","32193.092132363","31921.4894927784","32256.1206483825","33211.4675812725","35230.0108197313","36143.6117761913","39574.2093903979","40872.0326365475","44010.6394430312","47855.1060726598","49774.0054995417","53356.9416020672","53610.9619430101","55118.0834014718","56450.0835143017","56459.8494952585","56469.8629971634","58950.535224699","61741.1137273369","66078.8501074395","70568.7096034838","71499.2378687504","73456.5092172354","73751.6285454908","75337.229177354","76547.0420803254","79237.01487611","84541.1370582488","81980.7817456257","76968.9905038943","79253.5244884634","79479.6169361451","77320.0852817424","78314.5814929329","80905.2629876024","81279.5380650417","81998.5876628397","81443.1302746355","",
"Latvia","LVA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3881.32983723506","4017.89378411881","4422.32590487457","4755.36831867301","4919.79190807544","5236.02753901713","5646.8023293128","6118.57293804403","6698.83673411409","7336.85413336091","8209.91656687358","9270.67374638077","10279.3755467942","10019.4468250447","8719.25213466693","8551.80483944402","9264.65874548298","9758.74924237546","10103.5069736521","10388.6297498924","10785.2797964326","11124.7110924673","11743.4617723137","",
"Macao SAR, China","MAC","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","186677.759245917","197691.927493419","205747.942042626","198786.23744186","203414.536808747","222989.214175655","230967.006049047","233811.253195394","244365.941238897","246271.525649868","272331.491285911","280354.804304095","286390.094189861","289901.629823224","282907.357578252","276498.88934267","258532.050546925","247147.662229697","255627.028428965","256945.633341779","273190.226689478","297567.951111275","368138.499489875","388652.993727192","430793.399821617","482754.856368209","488923.841445869","485042.251000832","594395.579633089","706800.936955695","754120.217374687","819200.091691977","791572.757952447","608076.985798962","591774.793479557","634818.421149852","",
"St. Martin (French part)","MAF","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","6493.74086939783","6971.75507968334","7482.71443610418","7925.99316519038","8118.57599004583","8391.99586326237","8419.70314795228","8540.57300157498","8828.92500195572","9288.30248499719","10057.6373360993","10415.5493043795","10391.3969122935","10624.4949275017","10743.5891393884","10299.9716920844","10951.2362876233","10838.8117331026","11267.8781967927","11679.3572495388","12491.253043667","12198.071096674","13380.4364087784","13500.5156534553","13702.379899678","14423.9856900554","13870.7185209702","13532.1586723686","14721.6512891565","13713.6300218222","15191.4871538246","14755.3312513183","15623.4561804822","15598.9268762857","15705.2035474601","16652.2633293859","16966.7925877292","17764.4415875004","18396.9631046224","18780.0187993088","19968.3289627739","20434.4926080741","21390.1313462","22024.1989381388","22568.4508195567","23427.1215047877","23787.6579421176","24504.3104550169","24794.8316704644","25558.5943156121","25519.9738348222","26217.3673120136","",
"Monaco","MCO","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","64710.6572904667","67416.2764814819","69579.0549916523","72962.0456958431","75011.3587289116","73214.5795595611","75468.1247895048","77283.6770599845","79482.9810115774","81331.8163987554","81620.3367663047","81102.5929698737","81691.9381149859","81282.2410160139","81282.4538782201","81745.270431047","83155.8889425836","84839.260320349","88549.4479562566","91994.0486671063","94018.5154916054","94379.8243976907","94903.9917259579","93178.5926464593","94338.4470761245","95507.0684158995","95707.2104238254","96959.202180105","99490.0071710843","101878.487164525","104931.645061703","106306.093261821","106511.915498989","106676.381640377","108061.647381933","108549.107803391","112796.442687747","126487.425593119","124776.169358213","108591.996496414","109149.727718769","115614.582499933","115869.570971072","126330.620736878","134829.015000524","140846.320515833","144647.912932803","","",
"Moldova","MDA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4940.79805741288","4659.74488977978","4754.04410476908","4444.82075334298","4301.85733428645","4401.46999993406","4680.4146374105","5057.1848342645","5406.16107841015","5820.60225669371","6272.39005926535","6591.75939254866","6805.26493537718","7350.05277151279","6917.77696008867","7416.3417362779","7925.23408799922","7870.78992976298","8612.95016026119","9031.87681240312","9001.54294692227","9412.3167980216","9841.97802662159","",
"Madagascar","MDG","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","49230.530773097","49044.6044159854","48950.1884071807","47312.4041821119","47973.08834018","46563.6855982908","46325.5528043395","47639.6293026489","49579.0693988979","50078.9110643508","51323.2908145227","51907.0285815755","49853.8587687249","47216.1864115262","46831.7538232836","46101.7283688542","43437.0402507304","43214.6423979303","40878.3327003003","43637.1488175693","42742.8600158801","37501.1316140445","35774.4030000014","35071.0926370969","34660.2684300541","34076.248957246","33775.1539974421","33224.2422016887","33399.4169220522","33786.1299721759","33852.3624120187","30802.3843281892","30259.3772904016","29981.934217772","29063.7448328911","28664.4565727177","28380.5207453408","28515.6772364704","28714.530902624","29120.8058801293","29569.9388385955","30396.7816850842","25746.0774058421","27424.4603363095","28016.7737319733","28453.3376845286","29022.1515923397","29955.5052370072","31187.4561453825","29102.2158895366","28375.1992753281","28003.6988681311","28073.4692429126","27938.2291415246","28095.394098492","28200.7963204557","28600.1339489915","29004.9695288335","",
"Maldives","MDV","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78876.6752465739","83354.6298688528","88662.9983918267","93562.2686715749","97430.155856079","99048.1079519516","92940.0303804172","97217.969973602","107706.40020648","111183.195188501","94037.3201269618","115500.020160613","121189.261165829","129229.826056211","116693.144166025","121733.673332218","128420.744220019","127879.229058293","133325.794608414","139294.926845758","139834.311439233","146746.712133574","153806.478291092","",
"Middle East & North Africa","MEA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","54634.9743960245","55590.1078589044","56386.0779168261","59081.8673599631","64091.9306190558","66552.295867944","68479.3729323355","70320.4224141317","74642.6176310004","74852.8796362484","77258.880032066","77645.3902892131","81369.6147315207","85004.4581036153","87164.3689657443","89469.9115722515","90809.5082924931","91375.7459213001","97006.9648175561","103789.920239288","110674.182391467","117349.833682302","114149.380474326","107802.801887516","109149.471685458","109259.163474098","103784.282795415","103514.409283075","102823.586075635","104980.836214129","108267.135519178","110609.737418381","112261.497856999","112202.211362012","115516.608399209","106296.549442266","111548.840081979","117233.155772431","121366.078728895","122868.903249302","127142.773473131","124973.205650907","123380.907981486","123643.151369296","126863.321610201","128024.221278095","131810.280698996","132728.102320153","132089.906126692","123111.296563996","127411.606076465","130114.462919255","132913.586639925","132835.992654532","134708.092368799","137292.284054511","139443.77307734","140502.687598292","",
"Marshall Islands","MHL","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","1980.62897814567","1986.79867986799","2192.17585692996","2172.98487459315","1942.85080739833","2307.06894836335","2406.43845040685","2481.44021060754","2346.22822717946","2333.43481753985","2278.77875193399","2396.85284944712","2506.79947250639","2626.48541769649","2817.69087523277","2508.40645123636","2333.51195542831","2256.96870486278","2196.35169646115","2322.16491880596","2445.58572715252","2510.76153226734","2517.06001995548","2522.07627606867","2596.55364518298","2632.69518798725","2725.78399217446","2676.7896127772","2627.86506116208","2791.85503099666","2819.24745917552","2910.03171106849","2985.89017483378","2957.40670724791","2941.28769294637","2993.41386198319","3097.61601445593","",
"Middle income","MIC","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macedonia, FYR","MKD","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153653.754098522","144383.770539764","135219.656419279","125411.780429079","123351.383298353","121881.08277489","122941.720389608","124078.64339264","127476.72098172","132197.398387834","137503.139099841","132762.102991812","134344.886691968","137030.017151823","143182.921926431","149711.785628305","157183.329334584","167171.155259511","176155.013742044","175377.810470578","181124.226664973","185215.281152181","184223.899681587","189456.381558568","196167.018452511","203552.816610141","209159.97743616","209466.387603449","",
"Mali","MLI","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","118758.741659728","121572.655680365","120178.364394108","125674.714529811","126867.017022002","132032.85284747","127850.355368214","123678.437170833","135629.695594666","151432.407678724","158272.128795643","153241.549076712","166125.354301302","155945.320365252","155143.404513192","140713.404766004","140311.113567893","137182.055189028","162099.450222035","163884.607809468","161372.540809975","170904.406649384","175283.956025918","167755.210445415","183399.947495029","173178.739072127","174017.622787704","175808.664221563","172789.849653025","180245.521827041","184143.090137386","192995.87456115","198586.774994062","192965.526323228","216218.089049236","216313.434492126","228839.115926128","225155.018945431","232243.243507205","235200.06388417","235433.291716652","238600.202691768","241755.415453716","246922.988905204","247281.542770541","238079.836999201","236600.009819261","246022.857314156","253154.636952743","259994.678195751","265948.091843482","",
"Malta","MLT","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","2825.8202544193","2894.68747935249","3066.22119358572","3195.99272005295","3519.13104809335","4176.6897200071","4862.63384067972","5433.85151643483","5977.78336589486","6538.28979198448","6926.20979330165","7103.16444188073","7111.2504525956","6968.7825997507","7032.98617938069","7089.16933173231","7242.56447280348","7488.52664121805","8052.24472756064","8626.47538506281","9079.93449473417","9391.46944440627","9731.10729072026","10066.094455277","10535.9389216029","11126.3426059631","11471.0638185862","11983.0643876162","12515.6597549359","13028.9229522832","13821.5321197579","13801.5612119238","14107.6700448773","14371.6976682339","14338.7960166273","14786.7688208521","15002.4179142775","15546.1689007779","15962.2257126037","15452.2555197017","15921.2849932933","16063.6897383416","16351.7670250555","16867.2690607488","17875.4044339306","19133.2268291642","19678.4493890495","20495.086956148","",
"Myanmar","MMR","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","127526.122909887","125426.628189864","127810.234587419","141803.318640498","130551.920624779","141277.770186111","131318.542678726","120614.079525543","131912.864569711","132971.427740872","136244.232816635","138492.650545412","138508.294758149","133938.923036908","137787.272788844","140157.151503465","145229.235270343","150334.746109757","156476.125460942","160871.44870308","169709.291932157","176427.63960593","182159.102875474","186002.672876698","191051.661747953","192521.262866213","186796.926048438","175995.10498228","153284.846533504","156356.40818154","158341.559526168","155157.72126476","168020.920607799","176065.003232189","187005.052197822","197567.217486499","207628.307958453","216504.032329292","226204.92093683","247769.776102844","278428.483769183","306472.781752095","339597.105734763","382676.416079792","430527.918075883","484822.218511155","544134.357609927","605354.760985338","663278.868299502","728529.425859361","793062.592282271","830828.040755855","884168.341063678","950065.547487807","1016579.34255758","1077715.0947198","1130507.25908823","1195937.61053017","",
"Middle East & North Africa (excluding high income)","MNA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1784.36720698254","1877.52451198199","1705.69966056162","1761.63153979668","1773.85775672592","1800.33173467109","1837.98901233983","1915.46300325829","1992.96209359515","2161.66821347295","2305.47535216499","2467.08720544413","2319.01583897698","2377.26916733071","2450.76610000714","2382.5896840774","2463.57470931044","2505.48700057355","2589.2203206395","2663.69119304798","2788.13198120264","",
"Mongolia","MNG","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","1955020.03037188","2065385.48032706","2131343.41264618","2200036.40820425","2264258.07545243","2408327.88640974","2421735.00101052","2476772.22801373","2518439.15671075","2390085.06337968","2149071.28712603","1927904.58649023","1850565.30227112","1875728.61127579","1980100.90155128","2008167.114614","2069333.05735552","2120386.42645792","2166568.88633856","2171953.41056028","2215440.79175097","2297619.79948921","2433043.9914615","2661870.42652449","2821488.96564581","3025105.81572721","3291805.98567719","3535055.77473117","3437682.10497439","3596700.05345327","4143947.88949258","4567297.24020032","5001796.45112573","5295083.48207323","5324615.72960522","5296933.19008601","5490258.31722561","",
"Northern Mariana Islands","MNP","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21363.2331340983","21877.132093382","21762.636492393","19578.313253012","18836.7267539878","18214.5077546082","16785.3598230921","14279.5559866365","14809.642804645","13832.5958427844","13924.5690457575","14175.7346953883","14595.7259308218","14995.6217162872","19155.6258291987","23919.1933845931","",
"Mozambique","MOZ","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","6009.34562007088","6161.73229471773","5608.90477364332","4635.49212069041","4268.07132999009","4267.3851131415","4153.24860359733","4768.7240190952","5167.0242605433","5478.83791043425","5455.08208286618","5577.41782096341","5105.61752557399","5338.58500327424","5451.34974966229","5381.60061099812","6620.82487497717","7139.55405763282","7783.33871357396","8178.38066351248","8093.43798683252","8867.26993809915","9369.38972995233","9686.47088610317","10136.6306407738","10699.1206978708","11412.5208847093","11905.8840464609","12357.8757738844","12764.3744535117","13225.9543820848","13759.6722804298","14326.3986291646","14909.5355963062","15561.4120880708","16114.7822772384","16246.326957174","16376.6462814144","",
"Mauritania","MRT","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","123506.759865201","138639.858200835","135660.900443699","129156.549888036","160175.6777453","180660.361237325","175847.556273621","176858.219248379","189262.43887178","186094.554162619","202392.102761927","200189.667645572","193013.89073855","178886.958338717","194905.949147421","179625.174646229","189433.360656876","180608.803242208","174613.316772691","177798.498996715","178583.059282895","179496.6348267","170314.624422506","171672.250576384","161468.040669172","161687.370546605","166228.505390796","164768.068838864","163068.489060334","166274.111324221","158975.630941708","157545.268803694","156282.54290911","161073.39265412","151889.236372287","162097.095237584","166508.394344341","154967.170025223","154421.95523891","161296.985738376","155827.633030543","154323.117723004","150888.826086896","155372.952777993","159675.039363118","169111.889948638","195408.48036097","195334.19902103","191946.327571701","184596.670182255","187876.083204993","190992.448419333","196122.245243704","201953.994886181","207044.105297348","203998.294232823","202336.804565803","203772.76984397","",
"Mauritius","MUS","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","62731.2125554463","65759.769758156","67392.4060979176","68558.6260695998","60629.8722929406","63251.9808008877","65918.2417298979","65565.4669953109","67931.8705104913","72064.7614764122","78483.0198568595","84824.0290826402","89963.2787884655","93263.2135722847","99256.2554839319","102545.772920003","107796.572243211","111939.871456769","114949.182995671","118851.450790543","124215.730831502","129646.960769287","136079.03312677","137867.925075749","148842.877039077","151472.012401706","153603.006671808","158071.992467261","166109.489411574","167178.750812128","180608.365019011","190084.138008922","199601.164195444","205671.024162497","214163.467690339","222539.212586354","229681.610214972","236877.042361954","245303.084856146","253682.664016062","263237.916441428","273043.215592438","",
"Malawi","MWI","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","36295.0809637442","38208.0955442709","37605.4958476012","36242.6924747645","36350.0654359609","40330.3771947136","44581.3715031105","46661.8492000831","44626.8973036047","46053.0305574454","45074.7931836907","51000.7301156364","52719.3091626694","52449.9930757624","54636.4280765471","56301.799252873","57361.0458127433","58333.8192597005","62041.6358625037","62827.1230863908","61273.5526717161","56523.5287675251","56536.819826872","57081.9740659487","58095.976437109","58096.2555808021","54822.5034015033","52318.6657714388","50750.7113924095","48844.513660802","49749.2691908591","52950.1808860413","48620.7238710026","53190.0655575415","47542.9222037494","54868.4026622833","57713.9960784543","58332.9069679408","58777.118761551","58702.910418679","57888.9030862051","53505.3539101817","52975.2830828043","54531.8307419164","55948.7198523703","56166.1349089715","57100.1224788078","60720.2071979209","63388.5533864836","66598.5870361971","69053.1443232867","70271.3521152104","69507.4861413137","71005.2900417665","72890.6000103815","72779.2685303592","72451.6798565078","73203.1138908901","",
"Malaysia","MYS","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","4360.87216445511","4546.53965870051","4685.7666352626","4872.0048556608","4977.84731155122","5207.00203957741","5462.96197680307","5528.99055039542","5824.21260052617","5963.33396908769","6171.3012433772","6631.97716028215","7086.8282467973","7732.75500190729","8179.49008704816","8047.64884444859","8757.52500727683","9199.19459921883","9562.69241311129","10194.8130578442","10685.2360472919","11155.5952831911","11543.520621929","11977.2246627308","12589.9624588313","12135.5072941411","11944.4669713547","12199.6084768995","13016.1873405566","13783.8649537149","14607.1398989483","15577.3325053183","16530.2680036801","17716.5618079784","18872.4014196503","20212.9298063384","21676.635113929","22679.2631597252","20489.4102027615","21225.9349921695","22578.8008880336","22204.115721455","22917.7115148343","23763.2292024413","24885.9097654658","25717.1096214162","26650.4965045702","27816.0228642509","28638.1335424287","27699.6417655209","29219.7479899271","30204.8588712437","31273.4569524727","32150.2970169313","33493.7286822354","34631.7948140417","35557.3019949008","37133.7970110546","",
"North America","NAC","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","32279.8414001311","31912.9812343742","31120.8918219218","29854.9246089413","28978.6754498693","28170.8058812026","28393.9046037445","28166.4667861134","27158.5155282854","26499.9234446909","25995.7548836379","27139.1727010569","28168.2142817232","26901.1397209972","26570.4810369443","26795.2805701687","26821.9405739228","27119.4462931088","27214.2117284671","27412.3380066729","27753.9894200813","27582.2242803347","28482.4783415947","29325.5820737935","32551.8454563343","32997.9589870238","34927.4141533489","36376.5421537226","36871.3863888154","36449.8709617466","38008.5752610242","39178.4040682048","40283.0923074613","41579.0880717628","43204.1307604581","44802.5541720039","44105.3529985123","42754.8477105874","",
"New Caledonia","NCL","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","844001.393149171","785481.289925134","802165.563689119","888939.44281407","984139.145846154","1197128.48457143","1195523.54986667","1181979.35834263","1025101.42555642","1133253.01447328","1193245.35981887","1207025.54173134","1211869.30447059","1316116.59170909","1128914.38209386","1111954.52961085","1015269.44706625","1017872.69886067","977390.549993275","975628.468288823","1001048.82180641","972773.213956149","1008041.26943302","1330706.87814238","1448339.1012954","1465350.87264408","1498032.59652604","1468662.27393923","1438855.07102593","1437281.60538732","1488607.82432823","1466937.23212731","1467748.63942647","1394053.89309184","1380146.7046756","1382591.53597524","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","248298.262906476","252324.793656303","270361.243017305","287384.926848998","279530.136720805","290374.4056236","281089.170277857","273514.040818986","266877.434696493","245219.388985895","245724.893320643","252549.842070503","232959.971124633","187966.241840585","198836.760651788","187908.958436479","183860.367394588","192507.086789265","212203.987417634","220877.502884761","209802.362569178","205083.697906848","202487.079466526","187387.748453497","151442.153318342","158523.802304449","163848.313442215","159331.078135366","165437.977147451","162066.579834329","155116.031726995","154001.235419999","139310.655115479","136646.94975298","137315.151004238","136053.214485552","135795.624607178","134599.635591575","143327.306044807","137418.677109407","130646.924801107","134948.014912705","134052.820014285","136129.247246752","131385.05212001","132342.849600568","134929.901251509","134087.311050509","141537.833958428","135327.120167649","141185.283958405","139000.562332534","149623.604908606","151567.860878308","156835.492112947","157479.688630837","159034.366402687","160569.063757677","",
"Nigeria","NGA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","205547.831901136","201806.07669777","205769.849573949","218756.111831423","224748.281042686","230737.017324958","216227.094211207","178271.168286435","172215.428055829","209154.221908946","255551.378689125","285241.346762382","287965.110543543","296184.362565653","320895.882467154","295962.148694107","313557.574733358","322606.290136266","294895.087117081","305577.497140394","309456.242881223","261630.454377339","237566.466925381","206316.650007842","198919.520485147","205351.075574496","200196.286806317","201248.772039602","210399.483787294","208908.386511724","227565.941706525","222641.100629726","227152.177455112","217028.643229756","207843.0904584","202585.529136186","205898.089862028","206736.996634968","206856.479103288","202936.142313923","207846.390055885","214686.580699652","241432.085522075","252678.523433935","269077.485264355","279092.841639937","288377.381345751","299400.922085886","311297.458790052","327484.12566192","344386.827249783","353094.75819076","358307.036317821","372130.040939635","385227.620032979","385141.963962706","369119.647549669","362549.261664971","",
"Nicaragua","NIC","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","22399.1519528581","23345.8462497044","25117.7108024973","27029.799300576","29309.2597166078","31159.2708327622","31239.6193867374","32430.4536173785","31891.7031586443","32870.8046552405","32316.1476352065","32377.4592741564","32095.4689922636","33119.4016567584","36671.4798277649","35503.7887082211","36221.2887365904","38069.1206636277","34039.7640525765","24295.3318626413","24691.9455222496","25294.2958856321","24409.7251472038","24866.8898332466","23859.8832276864","22331.6367753703","21593.1596761295","20965.621797457","17959.9219577744","17269.9547502379","16888.9799696986","16490.0317381736","16192.66189396","15781.7815728044","15968.9057487345","16577.4325861532","17297.059987717","17660.5983833908","18003.9686445638","18959.1227870115","19433.8886231371","19719.1878363821","19595.1646191248","19824.0628189951","20606.5426608656","21210.8633829791","21804.2402762022","22612.8094426293","23087.0289172985","22042.8682304197","22729.6179338041","23873.7144229677","25124.8410953142","26058.4281335886","26995.5673073997","27966.4877462889","28946.2556146999","30023.0881109551","",
"Netherlands","NLD","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","12348.4128925893","12223.0768014852","12874.8524329253","13162.8154170155","14062.6344526772","15069.7978029444","15282.1117216972","15907.7268534345","16753.4884512684","17625.3629415321","18399.7132804736","18967.1343818563","19439.8415196563","20329.3015823268","20864.2194539469","20679.483863084","21432.1228700054","21842.041398841","22293.3706936744","22585.9500850176","22708.6207225544","22376.631379285","21997.8866935566","22368.2472348224","22961.7671635558","23444.6381677371","23964.6710692728","24272.9801636368","24946.5659094041","25893.4301427034","26791.4861642737","27229.541616948","27485.5033987379","27637.8417118542","28285.1664237769","29022.8360413341","29919.6322423144","31045.9106187122","32251.3774280332","33655.8935100791","34832.6219193065","35305.0538508231","35116.7761341944","35050.7155244321","35638.4423962517","36323.3895764353","37541.1331485105","38844.9936441257","39351.5026913289","37674.6479816445","38007.6451993856","38460.1422122732","37913.045078825","37729.483198242","38127.6837342739","38817.2304266082","39464.4870141561","40468.7742450849","",
