Year,Product,Hs02 ID,PCI
2017,Prepared culture media for development of micro-organisms.,063821,1.63
2011,Prepared culture media for development of micro-organisms,06382100,0.899
2012,Prepared culture media for development of micro-organisms,06382100,1.054
2013,Prepared culture media for development of micro-organisms,06382100,1.448
2014,Prepared culture media for development of micro-organisms,06382100,1.482
2015,Prepared culture media for development of micro-organisms,06382100,1.392
2016,Prepared culture media for development of micro-organisms,06382100,1.373
2017,Prepared culture media for development of micro-organisms,06382100,1.486
2011,Diagnostic or laboratory reagents,063822,1.636
2012,Diagnostic or laboratory reagents,063822,1.592
2013,Diagnostic or laboratory reagents,063822,1.595
2014,Diagnostic or laboratory reagents,063822,1.681
2015,Diagnostic or laboratory reagents,063822,1.795
2016,Diagnostic or laboratory reagents,063822,1.409
2017,Diagnostic or laboratory reagents,063822,1.583
2011,"Diagnostic/laboratory reagents on a backing, prepd. diagnostic/laboratory r ...",06382200,1.592
2012,"Diagnostic/laboratory reagents on a backing, prepd. diagnostic/laboratory r ...",06382200,1.612
2013,"Diagnostic/laboratory reagents on a backing, prepd. diagnostic/laboratory r ...",06382200,1.532
2014,"Diagnostic/laboratory reagents on a backing, prepd. diagnostic/laboratory r ...",06382200,1.617
2015,"Diagnostic/laboratory reagents on a backing, prepd. diagnostic/laboratory r ...",06382200,1.666
2016,"Diagnostic/laboratory reagents on a backing, prepd. diagnostic/laboratory r ...",06382200,1.351
2017,"Diagnostic/laboratory reagents on a backing, prepd. diagnostic/laboratory r ...",06382200,1.539
2011,Industrial monocarboxylic fatty acids,063823,-0.018
2012,Industrial monocarboxylic fatty acids,063823,0.079
2013,Industrial monocarboxylic fatty acids,063823,-0.115
2014,Industrial monocarboxylic fatty acids,063823,0.035
2015,Industrial monocarboxylic fatty acids,063823,0.441
2016,Industrial monocarboxylic fatty acids,063823,-0.539
2017,Industrial monocarboxylic fatty acids,063823,-0.011
2011,Stearic acid,06382311,-0.199
2012,Stearic acid,06382311,0.017
2013,Stearic acid,06382311,0.055
2014,Stearic acid,06382311,-0.317
2015,Stearic acid,06382311,-0.397
2016,Stearic acid,06382311,-0.539
2017,Stearic acid,06382311,-0.199
2011,Oleic acid,06382312,-0.673
2012,Oleic acid,06382312,-0.764
2013,Oleic acid,06382312,-0.373
2014,Oleic acid,06382312,-0.555
2015,Oleic acid,06382312,-0.693
2016,Oleic acid,06382312,0.007
2017,Oleic acid,06382312,-0.537
2011,Tall oil fatty acids,06382313,0.058
2012,Tall oil fatty acids,06382313,0.55
2013,Tall oil fatty acids,06382313,0.461
2014,Tall oil fatty acids,06382313,0.27
2015,Tall oil fatty acids,06382313,0.692
2016,Tall oil fatty acids,06382313,0.519
2017,Tall oil fatty acids,06382313,0.825
2011,Industrial monocarboxylic fatty acids other than stearic acid/oleic acid/ta ...,06382319,-0.399
2012,Industrial monocarboxylic fatty acids other than stearic acid/oleic acid/ta ...,06382319,-1.481
2013,Industrial monocarboxylic fatty acids other than stearic acid/oleic acid/ta ...,06382319,-1.513
2014,Industrial monocarboxylic fatty acids other than stearic acid/oleic acid/ta ...,06382319,-1.373
2015,Industrial monocarboxylic fatty acids other than stearic acid/oleic acid/ta ...,06382319,-1.591
2016,Industrial monocarboxylic fatty acids other than stearic acid/oleic acid/ta ...,06382319,-1.516
2017,Industrial monocarboxylic fatty acids other than stearic acid/oleic acid/ta ...,06382319,-1.252
2011,Industrial fatty alcohols,06382370,0.39
2012,Industrial fatty alcohols,06382370,0.473
2013,Industrial fatty alcohols,06382370,0.5
2014,Industrial fatty alcohols,06382370,0.319
2015,Industrial fatty alcohols,06382370,0.353
2016,Industrial fatty alcohols,06382370,0.09
2017,Industrial fatty alcohols,06382370,0.078
2011,Prepared binders for foundry moulds or cores,063824,0.916
2012,Prepared binders for foundry moulds or cores,063824,1.036
2013,Prepared binders for foundry moulds or cores,063824,0.925
2014,Prepared binders for foundry moulds or cores,063824,0.889
2015,Prepared binders for foundry moulds or cores,063824,1.37
2016,Prepared binders for foundry moulds or cores,063824,0.961
2017,Prepared binders for foundry moulds or cores,063824,1.218
2011,Prepared binders for foundry moulds/cores,06382410,0.851
2012,Prepared binders for foundry moulds/cores,06382410,1.281
2013,Prepared binders for foundry moulds/cores,06382410,1.205
2014,Prepared binders for foundry moulds/cores,06382410,0.998
2015,Prepared binders for foundry moulds/cores,06382410,1.085
2016,Prepared binders for foundry moulds/cores,06382410,0.633
2017,Prepared binders for foundry moulds/cores,06382410,0.943
2013,"Naphthenic acids, their water-insoluble salts & their esters",06382420,0.478
2014,"Naphthenic acids, their water-insoluble salts & their esters",06382420,0.412
2015,"Naphthenic acids, their water-insoluble salts & their esters",06382420,0.225
2016,"Naphthenic acids, their water-insoluble salts & their esters",06382420,0.672
2017,"Naphthenic acids, their water-insoluble salts & their esters",06382420,0.632
2011,Non-agglom. metal carbides mixed together/with metallic binders,06382430,1.416
2012,Non-agglom. metal carbides mixed together/with metallic binders,06382430,1.208
2013,Non-agglom. metal carbides mixed together/with metallic binders,06382430,1.544
2014,Non-agglom. metal carbides mixed together/with metallic binders,06382430,1.145
2015,Non-agglom. metal carbides mixed together/with metallic binders,06382430,1.497
2016,Non-agglom. metal carbides mixed together/with metallic binders,06382430,1.391
2017,Non-agglom. metal carbides mixed together/with metallic binders,06382430,1.349
2011,Prepared additives for cements/mortars/concretes,06382440,-0.005
2012,Prepared additives for cements/mortars/concretes,06382440,0.086
2013,Prepared additives for cements/mortars/concretes,06382440,-0.055
2014,Prepared additives for cements/mortars/concretes,06382440,-0.074
2015,Prepared additives for cements/mortars/concretes,06382440,-0.192
2016,Prepared additives for cements/mortars/concretes,06382440,-0.157
2017,Prepared additives for cements/mortars/concretes,06382440,-0.138
2011,Non-refractory mortars & concretes,06382450,0.163
2012,Non-refractory mortars & concretes,06382450,0.201
2013,Non-refractory mortars & concretes,06382450,0.136
2014,Non-refractory mortars & concretes,06382450,0.213
2015,Non-refractory mortars & concretes,06382450,0.239
2016,Non-refractory mortars & concretes,06382450,0.174
2017,Non-refractory mortars & concretes,06382450,0.056
2011,Sorbitol other than of 2905.44,06382460,0.296
2012,Sorbitol other than of 2905.44,06382460,0.593
2013,Sorbitol other than of 2905.44,06382460,0.046
2014,Sorbitol other than of 2905.44,06382460,0.245
2015,Sorbitol other than of 2905.44,06382460,-0.339
2016,Sorbitol other than of 2905.44,06382460,0.196
2017,Sorbitol other than of 2905.44,06382460,-0.051
2017,Mixtures cont. acyclic hydrocarbons perhalogenated only with fluorine & chl ...,06382471,1.156
2011,Mixtures cont. perhalogenated derivs. of acyclic hydrocarbons cont. 2/more  ...,06382479,0.134
2012,Mixtures cont. perhalogenated derivs. of acyclic hydrocarbons cont. 2/more  ...,06382479,-0.496
2013,Mixtures cont. perhalogenated derivs. of acyclic hydrocarbons cont. 2/more  ...,06382479,0.391
2017,Mixtures cont. perhalogenated derivs. of acyclic hydrocarbons cont. 2/more  ...,06382479,0.683
2011,Other chem. prods. & preps. of the chem./allied industries (incl. those con ...,06382490,0.704
2012,Other chem. prods. & preps. of the chem./allied industries (incl. those con ...,06382490,0.986
2013,Other chem. prods. & preps. of the chem./allied industries (incl. those con ...,06382490,1.045
2014,Other chem. prods. & preps. of the chem./allied industries (incl. those con ...,06382490,1.045
2015,Other chem. prods. & preps. of the chem./allied industries (incl. those con ...,06382490,1.363
2016,Other chem. prods. & preps. of the chem./allied industries (incl. those con ...,06382490,0.888
2017,Other chem. prods. & preps. of the chem./allied industries (incl. those con ...,06382490,1.118
2011,Residual products of the chemical or allied industries,063825,0.608
2012,Residual products of the chemical or allied industries,063825,0.422
2013,Residual products of the chemical or allied industries,063825,0.25
2014,Residual products of the chemical or allied industries,063825,0.14
2015,Residual products of the chemical or allied industries,063825,0.635
2016,Residual products of the chemical or allied industries,063825,0.06
2017,Residual products of the chemical or allied industries,063825,-0.091
2011,Municipal waste,06382510,1.335
2012,Municipal waste,06382510,1.102
2013,Municipal waste,06382510,1.033
2014,Municipal waste,06382510,0.502
2015,Municipal waste,06382510,0.605
2016,Municipal waste,06382510,0.714
2017,Municipal waste,06382510,0.809
2011,Sewage sludge,06382520,0.507
2012,Sewage sludge,06382520,0.396
2013,Sewage sludge,06382520,0.061
2014,Sewage sludge,06382520,0.757
2015,Sewage sludge,06382520,0.033
2016,Sewage sludge,06382520,0.474
2017,Sewage sludge,06382520,0.319
2011,Clinical waste,06382530,1.234
2012,Clinical waste,06382530,0.512
2013,Clinical waste,06382530,0.6
2014,Clinical waste,06382530,0.943
2015,Clinical waste,06382530,0.668
2016,Clinical waste,06382530,0.973
2017,Clinical waste,06382530,0.4
2012,Halogenated waste organic solvents,06382541,2.102
2013,Halogenated waste organic solvents,06382541,1.182
2014,Halogenated waste organic solvents,06382541,0.402
2015,Halogenated waste organic solvents,06382541,1.574
2017,Halogenated waste organic solvents,06382541,1.066
2011,Waste organic solvents other than halogenated waste organic solvents,06382549,0.74
2012,Waste organic solvents other than halogenated waste organic solvents,06382549,0.129
2013,Waste organic solvents other than halogenated waste organic solvents,06382549,1.232
2014,Waste organic solvents other than halogenated waste organic solvents,06382549,0.507
2015,Waste organic solvents other than halogenated waste organic solvents,06382549,0.451
2016,Waste organic solvents other than halogenated waste organic solvents,06382549,0.202
2017,Waste organic solvents other than halogenated waste organic solvents,06382549,0.249
2011,"Wastes of metal pickling liquors, hydraulic fluids, brake fluids & anti-fre ...",06382550,0.983
2012,"Wastes of metal pickling liquors, hydraulic fluids, brake fluids & anti-fre ...",06382550,0.497
2013,"Wastes of metal pickling liquors, hydraulic fluids, brake fluids & anti-fre ...",06382550,0.256
2014,"Wastes of metal pickling liquors, hydraulic fluids, brake fluids & anti-fre ...",06382550,0.49
2015,"Wastes of metal pickling liquors, hydraulic fluids, brake fluids & anti-fre ...",06382550,0.48
2016,"Wastes of metal pickling liquors, hydraulic fluids, brake fluids & anti-fre ...",06382550,0.814
2017,"Wastes of metal pickling liquors, hydraulic fluids, brake fluids & anti-fre ...",06382550,0.586
2011,"Wastes from chem./allied industries, mainly cont. organic constituents, n.e ...",06382561,0.853
2012,"Wastes from chem./allied industries, mainly cont. organic constituents, n.e ...",06382561,0.866
2013,"Wastes from chem./allied industries, mainly cont. organic constituents, n.e ...",06382561,0.71
2014,"Wastes from chem./allied industries, mainly cont. organic constituents, n.e ...",06382561,1.106
2015,"Wastes from chem./allied industries, mainly cont. organic constituents, n.e ...",06382561,0.427
2016,"Wastes from chem./allied industries, mainly cont. organic constituents, n.e ...",06382561,0.254
2017,"Wastes from chem./allied industries, mainly cont. organic constituents, n.e ...",06382561,0.764
2011,"Wastes from chem./allied industries, n.e.s. in Ch.38",06382569,1.627
2012,"Wastes from chem./allied industries, n.e.s. in Ch.38",06382569,1.38
2013,"Wastes from chem./allied industries, n.e.s. in Ch.38",06382569,0.686
2014,"Wastes from chem./allied industries, n.e.s. in Ch.38",06382569,1.119
2015,"Wastes from chem./allied industries, n.e.s. in Ch.38",06382569,0.464
2016,"Wastes from chem./allied industries, n.e.s. in Ch.38",06382569,-0.147
2017,"Wastes from chem./allied industries, n.e.s. in Ch.38",06382569,0.137
2011,"Residual prods. of the chem./allied industries, n.e.s. in Ch.38",06382590,0.548
2012,"Residual prods. of the chem./allied industries, n.e.s. in Ch.38",06382590,0.25
2013,"Residual prods. of the chem./allied industries, n.e.s. in Ch.38",06382590,-0.013
2014,"Residual prods. of the chem./allied industries, n.e.s. in Ch.38",06382590,-0.988
2015,"Residual prods. of the chem./allied industries, n.e.s. in Ch.38",06382590,-0.708
2016,"Residual prods. of the chem./allied industries, n.e.s. in Ch.38",06382590,-0.404
2017,"Residual prods. of the chem./allied industries, n.e.s. in Ch.38",06382590,-0.584
2011,"Polymers of ethylene, in primary forms.",073901,-0.115
2012,"Polymers of ethylene, in primary forms.",073901,-0.151
2013,"Polymers of ethylene, in primary forms.",073901,0.172
2014,"Polymers of ethylene, in primary forms.",073901,0.033
2015,"Polymers of ethylene, in primary forms.",073901,0.226
2016,"Polymers of ethylene, in primary forms.",073901,0.036
2017,"Polymers of ethylene, in primary forms.",073901,0.018
2011,"Polyethylene having a sp.gr. of <0.94, in primary forms",07390110,0.078
2012,"Polyethylene having a sp.gr. of <0.94, in primary forms",07390110,0.319
2013,"Polyethylene having a sp.gr. of <0.94, in primary forms",07390110,0.656
2014,"Polyethylene having a sp.gr. of <0.94, in primary forms",07390110,0.291
2015,"Polyethylene having a sp.gr. of <0.94, in primary forms",07390110,0.597
2016,"Polyethylene having a sp.gr. of <0.94, in primary forms",07390110,0.313
2017,"Polyethylene having a sp.gr. of <0.94, in primary forms",07390110,0.378
2011,"Polyethylene having a sp.gr. of 0.94/more, in primary forms",07390120,0.141
2012,"Polyethylene having a sp.gr. of 0.94/more, in primary forms",07390120,0.174
2013,"Polyethylene having a sp.gr. of 0.94/more, in primary forms",07390120,0.477
2014,"Polyethylene having a sp.gr. of 0.94/more, in primary forms",07390120,0.228
2015,"Polyethylene having a sp.gr. of 0.94/more, in primary forms",07390120,0.284
2016,"Polyethylene having a sp.gr. of 0.94/more, in primary forms",07390120,-0.016
2017,"Polyethylene having a sp.gr. of 0.94/more, in primary forms",07390120,-0.053
2011,"Ethylene-vinyl acetate copolymers, in primary forms",07390130,1.328
2012,"Ethylene-vinyl acetate copolymers, in primary forms",07390130,1.388
2013,"Ethylene-vinyl acetate copolymers, in primary forms",07390130,1.267
2014,"Ethylene-vinyl acetate copolymers, in primary forms",07390130,1.352
2015,"Ethylene-vinyl acetate copolymers, in primary forms",07390130,1.429
2016,"Ethylene-vinyl acetate copolymers, in primary forms",07390130,1.144
2017,"Ethylene-vinyl acetate copolymers, in primary forms",07390130,1.361
2011,"Polymers of ethylene, in primary forms (excl. of 3901.10-3901.30)",07390190,0.087
2012,"Polymers of ethylene, in primary forms (excl. of 3901.10-3901.30)",07390190,0.241
2013,"Polymers of ethylene, in primary forms (excl. of 3901.10-3901.30)",07390190,0.332
2014,"Polymers of ethylene, in primary forms (excl. of 3901.10-3901.30)",07390190,0.617
2015,"Polymers of ethylene, in primary forms (excl. of 3901.10-3901.30)",07390190,0.738
2016,"Polymers of ethylene, in primary forms (excl. of 3901.10-3901.30)",07390190,0.305
2017,"Polymers of ethylene, in primary forms (excl. of 3901.10-3901.30)",07390190,0.4
2011,"Polymers of propylene or of other olefins, in primary forms.",073902,0.267
2012,"Polymers of propylene or of other olefins, in primary forms.",073902,0.232
2013,"Polymers of propylene or of other olefins, in primary forms.",073902,0.244
2014,"Polymers of propylene or of other olefins, in primary forms.",073902,0.107
2015,"Polymers of propylene or of other olefins, in primary forms.",073902,0.296
2016,"Polymers of propylene or of other olefins, in primary forms.",073902,0.201
2017,"Polymers of propylene or of other olefins, in primary forms.",073902,0.101
2011,"Polypropylene, in primary forms",07390210,-0.262
2012,"Polypropylene, in primary forms",07390210,-0.203
2013,"Polypropylene, in primary forms",07390210,0.001
2014,"Polypropylene, in primary forms",07390210,-0.018
2015,"Polypropylene, in primary forms",07390210,0.179
2016,"Polypropylene, in primary forms",07390210,-0.252
2017,"Polypropylene, in primary forms",07390210,-0.041
2011,"Polyisobutylene, in primary forms",07390220,0.501
2012,"Polyisobutylene, in primary forms",07390220,0.608
2013,"Polyisobutylene, in primary forms",07390220,0.208
2014,"Polyisobutylene, in primary forms",07390220,-0.132
2015,"Polyisobutylene, in primary forms",07390220,0.787
2016,"Polyisobutylene, in primary forms",07390220,0.912
2017,"Polyisobutylene, in primary forms",07390220,1.272
2011,"Propylene copolymers, in primary forms",07390230,0.836
2012,"Propylene copolymers, in primary forms",07390230,0.791
2013,"Propylene copolymers, in primary forms",07390230,1.027
2014,"Propylene copolymers, in primary forms",07390230,1.01
2015,"Propylene copolymers, in primary forms",07390230,1.115
2016,"Propylene copolymers, in primary forms",07390230,1.121
2017,"Propylene copolymers, in primary forms",07390230,0.884
2011,"Polymers of propylene/of oth. olefins, in primary forms (excl. of 3902.10-3 ...",07390290,1.06
2012,"Polymers of propylene/of oth. olefins, in primary forms (excl. of 3902.10-3 ...",07390290,0.707
2013,"Polymers of propylene/of oth. olefins, in primary forms (excl. of 3902.10-3 ...",07390290,0.992
2014,"Polymers of propylene/of oth. olefins, in primary forms (excl. of 3902.10-3 ...",07390290,1.098
2015,"Polymers of propylene/of oth. olefins, in primary forms (excl. of 3902.10-3 ...",07390290,0.554
2016,"Polymers of propylene/of oth. olefins, in primary forms (excl. of 3902.10-3 ...",07390290,0.576
2017,"Polymers of propylene/of oth. olefins, in primary forms (excl. of 3902.10-3 ...",07390290,0.951
2011,"Polymers of styrene, in primary forms.",073903,0.864
2012,"Polymers of styrene, in primary forms.",073903,1.102
2013,"Polymers of styrene, in primary forms.",073903,1.021
2014,"Polymers of styrene, in primary forms.",073903,1.008
2015,"Polymers of styrene, in primary forms.",073903,1.061
2016,"Polymers of styrene, in primary forms.",073903,1.01
2017,"Polymers of styrene, in primary forms.",073903,0.895
2011,"Polystyrene, expansible, in primary forms",07390311,1.181
2012,"Polystyrene, expansible, in primary forms",07390311,0.888
2013,"Polystyrene, expansible, in primary forms",07390311,1.087
2014,"Polystyrene, expansible, in primary forms",07390311,1.114
2015,"Polystyrene, expansible, in primary forms",07390311,1.11
2016,"Polystyrene, expansible, in primary forms",07390311,0.944
2017,"Polystyrene, expansible, in primary forms",07390311,0.912
2011,"Polystyrene other than expansible, in primary forms",07390319,0.587
2012,"Polystyrene other than expansible, in primary forms",07390319,0.641
2013,"Polystyrene other than expansible, in primary forms",07390319,0.566
2014,"Polystyrene other than expansible, in primary forms",07390319,0.426
2015,"Polystyrene other than expansible, in primary forms",07390319,0.376
2016,"Polystyrene other than expansible, in primary forms",07390319,0.266
2017,"Polystyrene other than expansible, in primary forms",07390319,0.267
2011,"Styrene-acrylonitrile (SAN) copolymers, in primary forms",07390320,1.166
2012,"Styrene-acrylonitrile (SAN) copolymers, in primary forms",07390320,1.091
2013,"Styrene-acrylonitrile (SAN) copolymers, in primary forms",07390320,1.269
2014,"Styrene-acrylonitrile (SAN) copolymers, in primary forms",07390320,0.98
2015,"Styrene-acrylonitrile (SAN) copolymers, in primary forms",07390320,0.942
2016,"Styrene-acrylonitrile (SAN) copolymers, in primary forms",07390320,0.939
2017,"Styrene-acrylonitrile (SAN) copolymers, in primary forms",07390320,1.212
2011,"Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",07390330,1.117
2012,"Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",07390330,1.238
2013,"Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",07390330,1.24
2014,"Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",07390330,1.313
2015,"Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",07390330,1.359
2016,"Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",07390330,1.307
2017,"Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",07390330,1.293
2011,"Polymers of styrene, in primary forms (excl. of 3903.11-3903.30)",07390390,1.258
2012,"Polymers of styrene, in primary forms (excl. of 3903.11-3903.30)",07390390,1.121
2013,"Polymers of styrene, in primary forms (excl. of 3903.11-3903.30)",07390390,1.13
2014,"Polymers of styrene, in primary forms (excl. of 3903.11-3903.30)",07390390,1.476
2015,"Polymers of styrene, in primary forms (excl. of 3903.11-3903.30)",07390390,1.189
2016,"Polymers of styrene, in primary forms (excl. of 3903.11-3903.30)",07390390,1.094
2017,"Polymers of styrene, in primary forms (excl. of 3903.11-3903.30)",07390390,1.273
2011,"Polymers of vinyl chloride or of other halogenated olefins, in primary form ...",073904,0.647
2012,"Polymers of vinyl chloride or of other halogenated olefins, in primary form ...",073904,0.735
2013,"Polymers of vinyl chloride or of other halogenated olefins, in primary form ...",073904,0.554
2014,"Polymers of vinyl chloride or of other halogenated olefins, in primary form ...",073904,0.808
2015,"Polymers of vinyl chloride or of other halogenated olefins, in primary form ...",073904,0.738
2016,"Polymers of vinyl chloride or of other halogenated olefins, in primary form ...",073904,0.542
2017,"Polymers of vinyl chloride or of other halogenated olefins, in primary form ...",073904,0.473
2011,"Poly(vinyl chloride), not mixed with any oth. subs., in primary forms",07390410,0.641
2012,"Poly(vinyl chloride), not mixed with any oth. subs., in primary forms",07390410,0.746
2013,"Poly(vinyl chloride), not mixed with any oth. subs., in primary forms",07390410,0.681
2014,"Poly(vinyl chloride), not mixed with any oth. subs., in primary forms",07390410,0.843
2015,"Poly(vinyl chloride), not mixed with any oth. subs., in primary forms",07390410,0.661
2016,"Poly(vinyl chloride), not mixed with any oth. subs., in primary forms",07390410,0.65
2017,"Poly(vinyl chloride), not mixed with any oth. subs., in primary forms",07390410,0.486
2011,"Poly(vinyl chloride), non-plasticised, in primary forms (excl. of 3904.10)",07390421,-0.507
2012,"Poly(vinyl chloride), non-plasticised, in primary forms (excl. of 3904.10)",07390421,-0.445
2013,"Poly(vinyl chloride), non-plasticised, in primary forms (excl. of 3904.10)",07390421,-0.075
2014,"Poly(vinyl chloride), non-plasticised, in primary forms (excl. of 3904.10)",07390421,-0.059
2015,"Poly(vinyl chloride), non-plasticised, in primary forms (excl. of 3904.10)",07390421,-0.096
2016,"Poly(vinyl chloride), non-plasticised, in primary forms (excl. of 3904.10)",07390421,-0.179
2017,"Poly(vinyl chloride), non-plasticised, in primary forms (excl. of 3904.10)",07390421,-0.225
2011,"Poly(vinyl chloride), plasticised, in primary forms (excl. of 3904.10)",07390422,-0.547
2012,"Poly(vinyl chloride), plasticised, in primary forms (excl. of 3904.10)",07390422,-0.509
2013,"Poly(vinyl chloride), plasticised, in primary forms (excl. of 3904.10)",07390422,-0.157
2014,"Poly(vinyl chloride), plasticised, in primary forms (excl. of 3904.10)",07390422,-0.379
2015,"Poly(vinyl chloride), plasticised, in primary forms (excl. of 3904.10)",07390422,-0.303
2016,"Poly(vinyl chloride), plasticised, in primary forms (excl. of 3904.10)",07390422,-0.459
2017,"Poly(vinyl chloride), plasticised, in primary forms (excl. of 3904.10)",07390422,-0.452
2011,"Vinyl chloride-vinyl acetate copolymers, in primary forms",07390430,1.079
2012,"Vinyl chloride-vinyl acetate copolymers, in primary forms",07390430,0.852
2013,"Vinyl chloride-vinyl acetate copolymers, in primary forms",07390430,1.46
2014,"Vinyl chloride-vinyl acetate copolymers, in primary forms",07390430,1.036
2015,"Vinyl chloride-vinyl acetate copolymers, in primary forms",07390430,1.2
2016,"Vinyl chloride-vinyl acetate copolymers, in primary forms",07390430,1.19
2017,"Vinyl chloride-vinyl acetate copolymers, in primary forms",07390430,1.154
2011,"Vinyl chloride copolymers, in primary forms (excl. of 3904.10-3904.30)",07390440,1.285
2012,"Vinyl chloride copolymers, in primary forms (excl. of 3904.10-3904.30)",07390440,1.377
2013,"Vinyl chloride copolymers, in primary forms (excl. of 3904.10-3904.30)",07390440,1.341
2014,"Vinyl chloride copolymers, in primary forms (excl. of 3904.10-3904.30)",07390440,2.29
2015,"Vinyl chloride copolymers, in primary forms (excl. of 3904.10-3904.30)",07390440,1.199
2016,"Vinyl chloride copolymers, in primary forms (excl. of 3904.10-3904.30)",07390440,2.255
2017,"Vinyl chloride copolymers, in primary forms (excl. of 3904.10-3904.30)",07390440,2.246
2011,"Vinylidene chloride polymers, in primary forms",07390450,0.404
2012,"Vinylidene chloride polymers, in primary forms",07390450,0.827
2013,"Vinylidene chloride polymers, in primary forms",07390450,0.551
2014,"Vinylidene chloride polymers, in primary forms",07390450,0.632
2015,"Vinylidene chloride polymers, in primary forms",07390450,1.621
2016,"Vinylidene chloride polymers, in primary forms",07390450,1.097
2017,"Vinylidene chloride polymers, in primary forms",07390450,1.307
2011,"Polytetrafluoroethylene, in primary forms",07390461,1.423
2012,"Polytetrafluoroethylene, in primary forms",07390461,1.447
2013,"Polytetrafluoroethylene, in primary forms",07390461,1.377
2014,"Polytetrafluoroethylene, in primary forms",07390461,1.365
2015,"Polytetrafluoroethylene, in primary forms",07390461,1.388
2016,"Polytetrafluoroethylene, in primary forms",07390461,1.136
2017,"Polytetrafluoroethylene, in primary forms",07390461,1.183
2011,"Fluoro-polymers other than polytetrafluoroethylene, in primary forms",07390469,1.551
2012,"Fluoro-polymers other than polytetrafluoroethylene, in primary forms",07390469,2.078
2013,"Fluoro-polymers other than polytetrafluoroethylene, in primary forms",07390469,1.651
2014,"Fluoro-polymers other than polytetrafluoroethylene, in primary forms",07390469,2.005
2015,"Fluoro-polymers other than polytetrafluoroethylene, in primary forms",07390469,1.838
2016,"Fluoro-polymers other than polytetrafluoroethylene, in primary forms",07390469,1.781
2017,"Fluoro-polymers other than polytetrafluoroethylene, in primary forms",07390469,1.801
2011,"Polymers of vinyl chloride/of oth. halogenated olefins, in primary forms (e ...",07390490,-0.204
2012,"Polymers of vinyl chloride/of oth. halogenated olefins, in primary forms (e ...",07390490,0.535
2013,"Polymers of vinyl chloride/of oth. halogenated olefins, in primary forms (e ...",07390490,0.733
2014,"Polymers of vinyl chloride/of oth. halogenated olefins, in primary forms (e ...",07390490,1.027
2015,"Polymers of vinyl chloride/of oth. halogenated olefins, in primary forms (e ...",07390490,0.51
2016,"Polymers of vinyl chloride/of oth. halogenated olefins, in primary forms (e ...",07390490,-0.11
2017,"Polymers of vinyl chloride/of oth. halogenated olefins, in primary forms (e ...",07390490,0.459
2011,"Polymers of vinyl acetate or of other vinyl esters, in primary forms",073905,1.056
2012,"Polymers of vinyl acetate or of other vinyl esters, in primary forms",073905,0.766
2013,"Polymers of vinyl acetate or of other vinyl esters, in primary forms",073905,0.919
2014,"Polymers of vinyl acetate or of other vinyl esters, in primary forms",073905,0.779
2015,"Polymers of vinyl acetate or of other vinyl esters, in primary forms",073905,0.9
2016,"Polymers of vinyl acetate or of other vinyl esters, in primary forms",073905,0.974
2017,"Polymers of vinyl acetate or of other vinyl esters, in primary forms",073905,0.832
2011,"Poly(vinyl acetate), in aqueous dispersion, in primary forms",07390512,-0.036
2012,"Poly(vinyl acetate), in aqueous dispersion, in primary forms",07390512,-0.101
2013,"Poly(vinyl acetate), in aqueous dispersion, in primary forms",07390512,0.092
2014,"Poly(vinyl acetate), in aqueous dispersion, in primary forms",07390512,-0.178
2015,"Poly(vinyl acetate), in aqueous dispersion, in primary forms",07390512,-0.269
2016,"Poly(vinyl acetate), in aqueous dispersion, in primary forms",07390512,-0.08
2017,"Poly(vinyl acetate), in aqueous dispersion, in primary forms",07390512,-0.146
2011,"Poly(vinyl acetate) other than in aqueous dispersion, in primary forms",07390519,0.018
2012,"Poly(vinyl acetate) other than in aqueous dispersion, in primary forms",07390519,-0.207
2013,"Poly(vinyl acetate) other than in aqueous dispersion, in primary forms",07390519,0.136
2014,"Poly(vinyl acetate) other than in aqueous dispersion, in primary forms",07390519,0.026
2015,"Poly(vinyl acetate) other than in aqueous dispersion, in primary forms",07390519,0.034
2016,"Poly(vinyl acetate) other than in aqueous dispersion, in primary forms",07390519,0.48
2017,"Poly(vinyl acetate) other than in aqueous dispersion, in primary forms",07390519,0.182
2011,"Vinyl acetate copolymers, in aqueous dispersion, in primary forms",07390521,-0.221
2012,"Vinyl acetate copolymers, in aqueous dispersion, in primary forms",07390521,-0.192
2013,"Vinyl acetate copolymers, in aqueous dispersion, in primary forms",07390521,-0.007
2014,"Vinyl acetate copolymers, in aqueous dispersion, in primary forms",07390521,0.101
2015,"Vinyl acetate copolymers, in aqueous dispersion, in primary forms",07390521,0.188
2016,"Vinyl acetate copolymers, in aqueous dispersion, in primary forms",07390521,0.21
2017,"Vinyl acetate copolymers, in aqueous dispersion, in primary forms",07390521,0.163
2011,"Vinyl acetate copolymers other than in aqueous dispersion, in primary forms ...",07390529,0.654
2012,"Vinyl acetate copolymers other than in aqueous dispersion, in primary forms ...",07390529,0.551
