Year,Product,Hs02 ID,PCI
2011,"Live horses, asses, mules and hinnies.",010101,0.443
2012,"Live horses, asses, mules and hinnies.",010101,-0.327
2013,"Live horses, asses, mules and hinnies.",010101,-0.102
2014,"Live horses, asses, mules and hinnies.",010101,0.217
2015,"Live horses, asses, mules and hinnies.",010101,-0.339
2016,"Live horses, asses, mules and hinnies.",010101,-0.572
2017,"Live horses, asses, mules and hinnies.",010101,-0.479
2011,Live horses/asses/mules/hinnies: pure-bred breeding animals,01010110,0.354
2012,Live horses/asses/mules/hinnies: pure-bred breeding animals,01010110,-0.141
2013,Live horses/asses/mules/hinnies: pure-bred breeding animals,01010110,0.425
2014,Live horses/asses/mules/hinnies: pure-bred breeding animals,01010110,0.988
2015,Live horses/asses/mules/hinnies: pure-bred breeding animals,01010110,0.462
2016,Live horses/asses/mules/hinnies: pure-bred breeding animals,01010110,-0.423
2017,Live horses/asses/mules/hinnies: pure-bred breeding animals,01010110,0.007
2011,Live horses/asses/mules/hinnies other than pure-bred breeding animals,01010190,0.612
2012,Live horses/asses/mules/hinnies other than pure-bred breeding animals,01010190,0.296
2013,Live horses/asses/mules/hinnies other than pure-bred breeding animals,01010190,0.508
2014,Live horses/asses/mules/hinnies other than pure-bred breeding animals,01010190,0.592
2015,Live horses/asses/mules/hinnies other than pure-bred breeding animals,01010190,0.152
2016,Live horses/asses/mules/hinnies other than pure-bred breeding animals,01010190,-0.08
2017,Live horses/asses/mules/hinnies other than pure-bred breeding animals,01010190,0.309
2011,Live bovine animals.,010102,-0.569
2012,Live bovine animals.,010102,-0.625
2013,Live bovine animals.,010102,-0.442
2014,Live bovine animals.,010102,-0.671
2015,Live bovine animals.,010102,-0.798
2016,Live bovine animals.,010102,-0.654
2017,Live bovine animals.,010102,-0.587
2011,Live bovine animals: pure-bred breeding animals,01010210,0.02
2012,Live bovine animals: pure-bred breeding animals,01010210,-0.015
2013,Live bovine animals: pure-bred breeding animals,01010210,0.141
2014,Live bovine animals: pure-bred breeding animals,01010210,0.272
2015,Live bovine animals: pure-bred breeding animals,01010210,-0.05
2016,Live bovine animals: pure-bred breeding animals,01010210,-0.175
2017,Live bovine animals: pure-bred breeding animals,01010210,-0.093
2011,Live bovine animals other than pure-bred breeding animals,01010290,-0.641
2012,Live bovine animals other than pure-bred breeding animals,01010290,-0.637
2013,Live bovine animals other than pure-bred breeding animals,01010290,-0.532
2014,Live bovine animals other than pure-bred breeding animals,01010290,-0.773
2015,Live bovine animals other than pure-bred breeding animals,01010290,-0.892
2016,Live bovine animals other than pure-bred breeding animals,01010290,-0.838
2017,Live bovine animals other than pure-bred breeding animals,01010290,-0.65
2011,Live swine.,010103,0.708
2012,Live swine.,010103,0.713
2013,Live swine.,010103,0.695
2014,Live swine.,010103,0.664
2015,Live swine.,010103,0.755
2016,Live swine.,010103,0.667
2017,Live swine.,010103,0.528
2011,Live swine: pure-bred breeding animals,01010310,0.695
2012,Live swine: pure-bred breeding animals,01010310,0.428
2013,Live swine: pure-bred breeding animals,01010310,0.475
2014,Live swine: pure-bred breeding animals,01010310,0.493
2015,Live swine: pure-bred breeding animals,01010310,0.274
2016,Live swine: pure-bred breeding animals,01010310,0.112
2017,Live swine: pure-bred breeding animals,01010310,-0.195
2011,"Live swine other than pure-bred breeding animals, weighing < 50kg",01010391,0.594
2012,"Live swine other than pure-bred breeding animals, weighing < 50kg",01010391,1.215
2013,"Live swine other than pure-bred breeding animals, weighing < 50kg",01010391,0.827
2014,"Live swine other than pure-bred breeding animals, weighing < 50kg",01010391,0.902
2015,"Live swine other than pure-bred breeding animals, weighing < 50kg",01010391,1.142
2016,"Live swine other than pure-bred breeding animals, weighing < 50kg",01010391,0.223
2017,"Live swine other than pure-bred breeding animals, weighing < 50kg",01010391,0.759
2011,"Live swine other than pure-bred breeding animals, weighing 50kg/more",01010392,0.529
2012,"Live swine other than pure-bred breeding animals, weighing 50kg/more",01010392,0.685
2013,"Live swine other than pure-bred breeding animals, weighing 50kg/more",01010392,0.504
2014,"Live swine other than pure-bred breeding animals, weighing 50kg/more",01010392,0.563
2015,"Live swine other than pure-bred breeding animals, weighing 50kg/more",01010392,0.567
2016,"Live swine other than pure-bred breeding animals, weighing 50kg/more",01010392,0.494
2017,"Live swine other than pure-bred breeding animals, weighing 50kg/more",01010392,0.242
2011,Live sheep and goats.,010104,-1.692
2012,Live sheep and goats.,010104,-1.437
2013,Live sheep and goats.,010104,-1.364
2014,Live sheep and goats.,010104,-1.422
2015,Live sheep and goats.,010104,-1.528
2016,Live sheep and goats.,010104,-1.467
2017,Live sheep and goats.,010104,-1.379
2011,Live sheep,01010410,-1.302
2012,Live sheep,01010410,-1.388
2013,Live sheep,01010410,-1.38
2014,Live sheep,01010410,-1.138
2015,Live sheep,01010410,-1.581
2016,Live sheep,01010410,-1.618
2017,Live sheep,01010410,-1.366
2011,Live goats,01010420,-1.863
2012,Live goats,01010420,-2.266
2013,Live goats,01010420,-1.71
2014,Live goats,01010420,-1.587
2015,Live goats,01010420,-1.967
2016,Live goats,01010420,-1.983
2017,Live goats,01010420,-1.799
2011,Live poultry,010105,0.166
2012,Live poultry,010105,0.419
2013,Live poultry,010105,0.348
2014,Live poultry,010105,-0.037
2015,Live poultry,010105,-0.091
2016,Live poultry,010105,-0.146
2017,Live poultry,010105,-0.063
2011,"Live fowls of species Gallus domesticus, weighing not >185g",01010511,-0.357
2012,"Live fowls of species Gallus domesticus, weighing not >185g",01010511,-0.469
2013,"Live fowls of species Gallus domesticus, weighing not >185g",01010511,-0.375
2014,"Live fowls of species Gallus domesticus, weighing not >185g",01010511,-0.471
2015,"Live fowls of species Gallus domesticus, weighing not >185g",01010511,-0.557
2016,"Live fowls of species Gallus domesticus, weighing not >185g",01010511,-0.48
2017,"Live fowls of species Gallus domesticus, weighing not >185g",01010511,-0.429
2011,"Live turkeys, weighing not >185g",01010512,1.158
2012,"Live turkeys, weighing not >185g",01010512,0.854
2013,"Live turkeys, weighing not >185g",01010512,1.193
2014,"Live turkeys, weighing not >185g",01010512,1.145
2015,"Live turkeys, weighing not >185g",01010512,1.171
2016,"Live turkeys, weighing not >185g",01010512,1.244
2017,"Live turkeys, weighing not >185g",01010512,1.222
2011,"Live ducks/geese/guinea fowls, weighing not >185g",01010519,-0.796
2012,"Live ducks/geese/guinea fowls, weighing not >185g",01010519,0.449
2013,"Live ducks/geese/guinea fowls, weighing not >185g",01010519,0.014
2014,"Live ducks/geese/guinea fowls, weighing not >185g",01010519,0.344
2015,"Live ducks/geese/guinea fowls, weighing not >185g",01010519,0.875
2016,"Live ducks/geese/guinea fowls, weighing not >185g",01010519,0.755
2017,"Live ducks/geese/guinea fowls, weighing not >185g",01010519,0.567
2011,"Live fowls of species Gallus domesticus, weighing >185g but not >2000g",01010592,0.811
2012,"Live fowls of species Gallus domesticus, weighing >185g but not >2000g",01010592,0.871
2013,"Live fowls of species Gallus domesticus, weighing >185g but not >2000g",01010592,0.88
2014,"Live fowls of species Gallus domesticus, weighing >185g but not >2000g",01010592,0.534
2015,"Live fowls of species Gallus domesticus, weighing >185g but not >2000g",01010592,0.241
2016,"Live fowls of species Gallus domesticus, weighing >185g but not >2000g",01010592,0.409
2017,"Live fowls of species Gallus domesticus, weighing >185g but not >2000g",01010592,-0.014
2017,"Live fowls of species Gallus domesticus, weighing >2000g",01010593,0.916
2011,"Live ducks/geese/turkeys/guinea fowls, weighing >185g",01010599,0.465
2012,"Live ducks/geese/turkeys/guinea fowls, weighing >185g",01010599,0.559
2013,"Live ducks/geese/turkeys/guinea fowls, weighing >185g",01010599,0.512
2014,"Live ducks/geese/turkeys/guinea fowls, weighing >185g",01010599,-0.065
2015,"Live ducks/geese/turkeys/guinea fowls, weighing >185g",01010599,0.098
2016,"Live ducks/geese/turkeys/guinea fowls, weighing >185g",01010599,0.164
2017,"Live ducks/geese/turkeys/guinea fowls, weighing >185g",01010599,-0.029
2011,Other live animals.,010106,-1.763
2012,Other live animals.,010106,-1.659
2013,Other live animals.,010106,-1.394
2014,Other live animals.,010106,-1.497
2015,Other live animals.,010106,-1.562
2016,Other live animals.,010106,-1.594
2017,Other live animals.,010106,-1.411
2011,Live primates,01010611,-1.398
2012,Live primates,01010611,-1.762
2013,Live primates,01010611,-2.366
2014,Live primates,01010611,-1.355
2015,Live primates,01010611,-1.22
2016,Live primates,01010611,-1.289
2017,Live primates,01010611,-2.071
2011,Live whales/dolphins & porpoises (order Cetacea)/manatees & dugongs (order  ...,01010612,-0.301
2012,Live whales/dolphins & porpoises (order Cetacea)/manatees & dugongs (order  ...,01010612,-0.113
2013,Live whales/dolphins & porpoises (order Cetacea)/manatees & dugongs (order  ...,01010612,-0.751
2014,Live whales/dolphins & porpoises (order Cetacea)/manatees & dugongs (order  ...,01010612,-0.305
2015,Live whales/dolphins & porpoises (order Cetacea)/manatees & dugongs (order  ...,01010612,0.56
2016,Live whales/dolphins & porpoises (order Cetacea)/manatees & dugongs (order  ...,01010612,-1.123
2017,Live whales/dolphins & porpoises (order Cetacea)/manatees & dugongs (order  ...,01010612,-0.825
2011,"Live mammals, n.e.s.",01010619,-0.869
2012,"Live mammals, n.e.s.",01010619,-0.91
2013,"Live mammals, n.e.s.",01010619,-0.322
2014,"Live mammals, n.e.s.",01010619,-1.01
2015,"Live mammals, n.e.s.",01010619,-0.773
2016,"Live mammals, n.e.s.",01010619,-0.783
2017,"Live mammals, n.e.s.",01010619,-0.695
2011,"Live reptiles, incl. snakes & turtles",01010620,-2.312
2012,"Live reptiles, incl. snakes & turtles",01010620,-2.163
2013,"Live reptiles, incl. snakes & turtles",01010620,-2.096
2014,"Live reptiles, incl. snakes & turtles",01010620,-1.941
2015,"Live reptiles, incl. snakes & turtles",01010620,-1.854
2016,"Live reptiles, incl. snakes & turtles",01010620,-2.38
2017,"Live reptiles, incl. snakes & turtles",01010620,-2.003
2011,Live birds of prey,01010631,-0.586
2012,Live birds of prey,01010631,-0.213
2013,Live birds of prey,01010631,-0.441
2014,Live birds of prey,01010631,-1.19
2015,Live birds of prey,01010631,-0.764
2016,Live birds of prey,01010631,-1.222
2017,Live birds of prey,01010631,-0.981
2011,"Live birds (order Psittaciformes), incl. parrots/parakeets/macaws/cockatoos ...",01010632,-1.479
2012,"Live birds (order Psittaciformes), incl. parrots/parakeets/macaws/cockatoos ...",01010632,-1.471
2013,"Live birds (order Psittaciformes), incl. parrots/parakeets/macaws/cockatoos ...",01010632,-1.397
2014,"Live birds (order Psittaciformes), incl. parrots/parakeets/macaws/cockatoos ...",01010632,-1.223
2015,"Live birds (order Psittaciformes), incl. parrots/parakeets/macaws/cockatoos ...",01010632,-1.234
2016,"Live birds (order Psittaciformes), incl. parrots/parakeets/macaws/cockatoos ...",01010632,-1.758
2017,"Live birds (order Psittaciformes), incl. parrots/parakeets/macaws/cockatoos ...",01010632,-1.412
2011,Live birds (excl. of 0106.31 & 0106.32),01010639,-1.058
2012,Live birds (excl. of 0106.31 & 0106.32),01010639,-1.273
2013,Live birds (excl. of 0106.31 & 0106.32),01010639,-1.034
2014,Live birds (excl. of 0106.31 & 0106.32),01010639,-1.087
2015,Live birds (excl. of 0106.31 & 0106.32),01010639,-0.963
2016,Live birds (excl. of 0106.31 & 0106.32),01010639,-0.933
2017,Live birds (excl. of 0106.31 & 0106.32),01010639,-1.095
2011,"Live animals, n.e.s.",01010690,-1.411
2012,"Live animals, n.e.s.",01010690,-1.268
2013,"Live animals, n.e.s.",01010690,-1.174
2014,"Live animals, n.e.s.",01010690,-1.003
2015,"Live animals, n.e.s.",01010690,-1.048
2016,"Live animals, n.e.s.",01010690,-1.063
2017,"Live animals, n.e.s.",01010690,-0.605
2011,"Meat of bovine animals, fresh or chilled.",010201,0.142
2012,"Meat of bovine animals, fresh or chilled.",010201,-0.077
2013,"Meat of bovine animals, fresh or chilled.",010201,-0.159
2014,"Meat of bovine animals, fresh or chilled.",010201,-0.082
2015,"Meat of bovine animals, fresh or chilled.",010201,-0.005
2016,"Meat of bovine animals, fresh or chilled.",010201,-0.193
2017,"Meat of bovine animals, fresh or chilled.",010201,-0.229
2011,"Carcasses/half-carcasses of bovine animals, fresh/chilled",01020110,0.116
2012,"Carcasses/half-carcasses of bovine animals, fresh/chilled",01020110,0.345
2013,"Carcasses/half-carcasses of bovine animals, fresh/chilled",01020110,0.583
2014,"Carcasses/half-carcasses of bovine animals, fresh/chilled",01020110,0.158
2015,"Carcasses/half-carcasses of bovine animals, fresh/chilled",01020110,0.226
2016,"Carcasses/half-carcasses of bovine animals, fresh/chilled",01020110,-0.303
2017,"Carcasses/half-carcasses of bovine animals, fresh/chilled",01020110,-0.048
2011,"Meat of bovine animals, fresh/chilled (excl. of 0201.10), bone-in",01020120,0.476
2012,"Meat of bovine animals, fresh/chilled (excl. of 0201.10), bone-in",01020120,0.331
2013,"Meat of bovine animals, fresh/chilled (excl. of 0201.10), bone-in",01020120,0.469
2014,"Meat of bovine animals, fresh/chilled (excl. of 0201.10), bone-in",01020120,-0.158
2015,"Meat of bovine animals, fresh/chilled (excl. of 0201.10), bone-in",01020120,-0.112
2016,"Meat of bovine animals, fresh/chilled (excl. of 0201.10), bone-in",01020120,0.33
2017,"Meat of bovine animals, fresh/chilled (excl. of 0201.10), bone-in",01020120,-0.136
2011,"Meat of bovine animals, fresh/chilled, boneless",01020130,-0.086
2012,"Meat of bovine animals, fresh/chilled, boneless",01020130,0.043
2013,"Meat of bovine animals, fresh/chilled, boneless",01020130,-0.148
2014,"Meat of bovine animals, fresh/chilled, boneless",01020130,0.11
2015,"Meat of bovine animals, fresh/chilled, boneless",01020130,-0.047
2016,"Meat of bovine animals, fresh/chilled, boneless",01020130,0.014
2017,"Meat of bovine animals, fresh/chilled, boneless",01020130,-0.041
2011,"Meat of bovine animals, frozen.",010202,-0.969
2012,"Meat of bovine animals, frozen.",010202,-0.612
2013,"Meat of bovine animals, frozen.",010202,-0.673
2014,"Meat of bovine animals, frozen.",010202,-0.732
2015,"Meat of bovine animals, frozen.",010202,-0.847
2016,"Meat of bovine animals, frozen.",010202,-0.478
2017,"Meat of bovine animals, frozen.",010202,-0.802
2011,"Carcasses/half-carcasses of bovine animals, frozen",01020210,-0.611
2012,"Carcasses/half-carcasses of bovine animals, frozen",01020210,-0.184
2013,"Carcasses/half-carcasses of bovine animals, frozen",01020210,-0.96
2014,"Carcasses/half-carcasses of bovine animals, frozen",01020210,-0.377
2015,"Carcasses/half-carcasses of bovine animals, frozen",01020210,-0.989
2016,"Carcasses/half-carcasses of bovine animals, frozen",01020210,-1.168
2017,"Carcasses/half-carcasses of bovine animals, frozen",01020210,-1.146
2011,"Meat of bovine animals, frozen (excl. of 0202.10), bone-in",01020220,-0.694
2012,"Meat of bovine animals, frozen (excl. of 0202.10), bone-in",01020220,-0.555
2013,"Meat of bovine animals, frozen (excl. of 0202.10), bone-in",01020220,-0.513
2014,"Meat of bovine animals, frozen (excl. of 0202.10), bone-in",01020220,-0.911
2015,"Meat of bovine animals, frozen (excl. of 0202.10), bone-in",01020220,-0.807
2016,"Meat of bovine animals, frozen (excl. of 0202.10), bone-in",01020220,-0.626
2017,"Meat of bovine animals, frozen (excl. of 0202.10), bone-in",01020220,-0.926
2011,"Meat of bovine animals, frozen, boneless",01020230,-1.055
2012,"Meat of bovine animals, frozen, boneless",01020230,-0.706
2013,"Meat of bovine animals, frozen, boneless",01020230,-0.977
2014,"Meat of bovine animals, frozen, boneless",01020230,-0.984
2015,"Meat of bovine animals, frozen, boneless",01020230,-0.734
2016,"Meat of bovine animals, frozen, boneless",01020230,-0.539
2017,"Meat of bovine animals, frozen, boneless",01020230,-0.58
2011,"Meat of swine, fresh, chilled or frozen.",010203,1.086
2012,"Meat of swine, fresh, chilled or frozen.",010203,0.903
2013,"Meat of swine, fresh, chilled or frozen.",010203,0.924
2014,"Meat of swine, fresh, chilled or frozen.",010203,0.664
2015,"Meat of swine, fresh, chilled or frozen.",010203,0.877
2016,"Meat of swine, fresh, chilled or frozen.",010203,0.864
2017,"Meat of swine, fresh, chilled or frozen.",010203,0.835
2011,"Carcasses/half-carcasses of swine, fresh/chilled",01020311,0.803
2012,"Carcasses/half-carcasses of swine, fresh/chilled",01020311,1.099
2013,"Carcasses/half-carcasses of swine, fresh/chilled",01020311,0.914
2014,"Carcasses/half-carcasses of swine, fresh/chilled",01020311,0.718
2015,"Carcasses/half-carcasses of swine, fresh/chilled",01020311,0.574
2016,"Carcasses/half-carcasses of swine, fresh/chilled",01020311,0.866
2017,"Carcasses/half-carcasses of swine, fresh/chilled",01020311,0.716
2011,"Hams, shoulders & cuts thereof , fresh/chilled, bone-in",01020312,1.452
2012,"Hams, shoulders & cuts thereof , fresh/chilled, bone-in",01020312,1.436
2013,"Hams, shoulders & cuts thereof , fresh/chilled, bone-in",01020312,1.508
2014,"Hams, shoulders & cuts thereof , fresh/chilled, bone-in",01020312,1.452
2015,"Hams, shoulders & cuts thereof , fresh/chilled, bone-in",01020312,1.432
2016,"Hams, shoulders & cuts thereof , fresh/chilled, bone-in",01020312,1.016
2017,"Hams, shoulders & cuts thereof , fresh/chilled, bone-in",01020312,1.403
2011,Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ...,01020319,1.338
2012,Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ...,01020319,1.348
2013,Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ...,01020319,1.381
2014,Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ...,01020319,1.346
2015,Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ...,01020319,1.309
2016,Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ...,01020319,1.28
2017,Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ...,01020319,1.334
2011,"Carcasses/half-carcasses of swine, frozen",01020321,0.461
2012,"Carcasses/half-carcasses of swine, frozen",01020321,0.133
2013,"Carcasses/half-carcasses of swine, frozen",01020321,0.127
2014,"Carcasses/half-carcasses of swine, frozen",01020321,-0.149
2015,"Carcasses/half-carcasses of swine, frozen",01020321,-0.246
2016,"Carcasses/half-carcasses of swine, frozen",01020321,-0.044
2017,"Carcasses/half-carcasses of swine, frozen",01020321,-0.263
2011,"Hams, shoulders & cuts thereof , frozen, bone-in",01020322,1.09
2012,"Hams, shoulders & cuts thereof , frozen, bone-in",01020322,1.015
2013,"Hams, shoulders & cuts thereof , frozen, bone-in",01020322,1.005
2014,"Hams, shoulders & cuts thereof , frozen, bone-in",01020322,0.848
2015,"Hams, shoulders & cuts thereof , frozen, bone-in",01020322,0.64
2016,"Hams, shoulders & cuts thereof , frozen, bone-in",01020322,0.982
2017,"Hams, shoulders & cuts thereof , frozen, bone-in",01020322,1.001
2011,Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ...,01020329,0.917
2012,Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ...,01020329,1.074
2013,Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ...,01020329,0.788
2014,Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ...,01020329,0.645
2015,Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ...,01020329,0.852
2016,Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ...,01020329,0.891
2017,Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ...,01020329,0.63
2011,"Meat of sheep or goats, fresh, chilled or frozen.",010204,-1.425
2012,"Meat of sheep or goats, fresh, chilled or frozen.",010204,-1.092
2013,"Meat of sheep or goats, fresh, chilled or frozen.",010204,-1.265
2014,"Meat of sheep or goats, fresh, chilled or frozen.",010204,-1.256
2015,"Meat of sheep or goats, fresh, chilled or frozen.",010204,-1.37
2016,"Meat of sheep or goats, fresh, chilled or frozen.",010204,-1.26
2017,"Meat of sheep or goats, fresh, chilled or frozen.",010204,-1.384
2011,"Carcasses/half-carcasses of lamb, fresh/chilled",01020410,-0.64
2012,"Carcasses/half-carcasses of lamb, fresh/chilled",01020410,-0.756
2013,"Carcasses/half-carcasses of lamb, fresh/chilled",01020410,-0.746
2014,"Carcasses/half-carcasses of lamb, fresh/chilled",01020410,-0.757
2015,"Carcasses/half-carcasses of lamb, fresh/chilled",01020410,-1.096
2016,"Carcasses/half-carcasses of lamb, fresh/chilled",01020410,-0.956
2017,"Carcasses/half-carcasses of lamb, fresh/chilled",01020410,-1.115
2011,"Carcasses/half-carcasses of sheep (excl. lamb), fresh/chilled",01020421,-0.984
2012,"Carcasses/half-carcasses of sheep (excl. lamb), fresh/chilled",01020421,-1.002
2013,"Carcasses/half-carcasses of sheep (excl. lamb), fresh/chilled",01020421,-0.89
2014,"Carcasses/half-carcasses of sheep (excl. lamb), fresh/chilled",01020421,-1.034
2015,"Carcasses/half-carcasses of sheep (excl. lamb), fresh/chilled",01020421,-1.139
2016,"Carcasses/half-carcasses of sheep (excl. lamb), fresh/chilled",01020421,-1.189
2017,"Carcasses/half-carcasses of sheep (excl. lamb), fresh/chilled",01020421,-1.235
2011,"Meat of sheep (excl. lamb & carcasses), fresh/chilled, bone-in",01020422,-0.105
2012,"Meat of sheep (excl. lamb & carcasses), fresh/chilled, bone-in",01020422,-0.427
2013,"Meat of sheep (excl. lamb & carcasses), fresh/chilled, bone-in",01020422,-0.521
2014,"Meat of sheep (excl. lamb & carcasses), fresh/chilled, bone-in",01020422,0.543
2015,"Meat of sheep (excl. lamb & carcasses), fresh/chilled, bone-in",01020422,-0.61
2016,"Meat of sheep (excl. lamb & carcasses), fresh/chilled, bone-in",01020422,-0.675
2017,"Meat of sheep (excl. lamb & carcasses), fresh/chilled, bone-in",01020422,-0.563
2011,"Meat of sheep (excl. lamb), fresh/chilled, boneless",01020423,0.169
2012,"Meat of sheep (excl. lamb), fresh/chilled, boneless",01020423,-0.007
2013,"Meat of sheep (excl. lamb), fresh/chilled, boneless",01020423,-0.036
2014,"Meat of sheep (excl. lamb), fresh/chilled, boneless",01020423,-0.114
2015,"Meat of sheep (excl. lamb), fresh/chilled, boneless",01020423,0.788
2016,"Meat of sheep (excl. lamb), fresh/chilled, boneless",01020423,0.672
2017,"Meat of sheep (excl. lamb), fresh/chilled, boneless",01020423,0.67
2011,"Carcasses/half-carcasses of lamb, frozen",01020430,-0.683
2012,"Carcasses/half-carcasses of lamb, frozen",01020430,-0.457
2013,"Carcasses/half-carcasses of lamb, frozen",01020430,-0.523
2014,"Carcasses/half-carcasses of lamb, frozen",01020430,-0.385
2015,"Carcasses/half-carcasses of lamb, frozen",01020430,-0.384
2016,"Carcasses/half-carcasses of lamb, frozen",01020430,-0.688
2017,"Carcasses/half-carcasses of lamb, frozen",01020430,-0.634
2011,"Carcasses/half-carcasses of sheep (excl. lamb), frozen",01020441,-1.298
2012,"Carcasses/half-carcasses of sheep (excl. lamb), frozen",01020441,-1.144
2013,"Carcasses/half-carcasses of sheep (excl. lamb), frozen",01020441,-1.347
2014,"Carcasses/half-carcasses of sheep (excl. lamb), frozen",01020441,-0.989
2015,"Carcasses/half-carcasses of sheep (excl. lamb), frozen",01020441,-1.683
2016,"Carcasses/half-carcasses of sheep (excl. lamb), frozen",01020441,-1.356
2017,"Carcasses/half-carcasses of sheep (excl. lamb), frozen",01020441,-1.728
2011,"Meat of sheep (excl. lamb & carcasses), frozen, bone-in",01020442,-0.696
2012,"Meat of sheep (excl. lamb & carcasses), frozen, bone-in",01020442,-0.764
2013,"Meat of sheep (excl. lamb & carcasses), frozen, bone-in",01020442,-1.162
2014,"Meat of sheep (excl. lamb & carcasses), frozen, bone-in",01020442,-0.705
2015,"Meat of sheep (excl. lamb & carcasses), frozen, bone-in",01020442,-0.619
2016,"Meat of sheep (excl. lamb & carcasses), frozen, bone-in",01020442,-1.315
2017,"Meat of sheep (excl. lamb & carcasses), frozen, bone-in",01020442,-1.54
2011,"Meat of sheep (excl. lamb), frozen, boneless",01020443,0.282
2012,"Meat of sheep (excl. lamb), frozen, boneless",01020443,0.103
2013,"Meat of sheep (excl. lamb), frozen, boneless",01020443,0.261
2014,"Meat of sheep (excl. lamb), frozen, boneless",01020443,0.034
2015,"Meat of sheep (excl. lamb), frozen, boneless",01020443,0.284
2016,"Meat of sheep (excl. lamb), frozen, boneless",01020443,-0.262
2017,"Meat of sheep (excl. lamb), frozen, boneless",01020443,-0.272
2011,"Meat of goats, fresh/chilled/frozen",01020450,-2.031
2012,"Meat of goats, fresh/chilled/frozen",01020450,-1.595
2013,"Meat of goats, fresh/chilled/frozen",01020450,-1.493
2014,"Meat of goats, fresh/chilled/frozen",01020450,-1.842
2015,"Meat of goats, fresh/chilled/frozen",01020450,-1.897
2016,"Meat of goats, fresh/chilled/frozen",01020450,-1.914
2017,"Meat of goats, fresh/chilled/frozen",01020450,-1.6
2011,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",010205,0.081
2012,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",010205,-0.272
2013,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",010205,-0.304
2014,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",010205,-0.157
2015,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",010205,-0.072
2016,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",010205,-0.594
2017,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",010205,-0.617
2011,"Meat of horses/asses/mules/hinnies, fresh/chilled/frozen",01020500,0.078
2012,"Meat of horses/asses/mules/hinnies, fresh/chilled/frozen",01020500,-0.046
2013,"Meat of horses/asses/mules/hinnies, fresh/chilled/frozen",01020500,-0.204
2014,"Meat of horses/asses/mules/hinnies, fresh/chilled/frozen",01020500,-0.09
2015,"Meat of horses/asses/mules/hinnies, fresh/chilled/frozen",01020500,-0.037
2016,"Meat of horses/asses/mules/hinnies, fresh/chilled/frozen",01020500,-0.515
2017,"Meat of horses/asses/mules/hinnies, fresh/chilled/frozen",01020500,-0.482
2011,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules",010206,-0.232
2012,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules",010206,-0.443
2013,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules",010206,-0.356
2014,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules",010206,-0.166
2015,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules",010206,-0.354
2016,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules",010206,-0.462
2017,"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules",010206,-0.319
2011,"Edible offal of bovine animals, fresh/chilled",01020610,0.303
2012,"Edible offal of bovine animals, fresh/chilled",01020610,0.207
2013,"Edible offal of bovine animals, fresh/chilled",01020610,0.333
2014,"Edible offal of bovine animals, fresh/chilled",01020610,0.141
2015,"Edible offal of bovine animals, fresh/chilled",01020610,-0.202
2016,"Edible offal of bovine animals, fresh/chilled",01020610,-0.615
2017,"Edible offal of bovine animals, fresh/chilled",01020610,-0.536
2011,"Tongues of bovine animals, frozen",01020621,-0.477
2012,"Tongues of bovine animals, frozen",01020621,-0.511
2013,"Tongues of bovine animals, frozen",01020621,-0.591
2014,"Tongues of bovine animals, frozen",01020621,-0.625
2015,"Tongues of bovine animals, frozen",01020621,-0.624
2016,"Tongues of bovine animals, frozen",01020621,-0.58
2017,"Tongues of bovine animals, frozen",01020621,-0.539
2011,"Livers of bovine animals, frozen",01020622,-0.162
2012,"Livers of bovine animals, frozen",01020622,-0.062
2013,"Livers of bovine animals, frozen",01020622,-0.127
2014,"Livers of bovine animals, frozen",01020622,-0.237
